	Aque_Archaeo_1	Aque_Archaeo_2	Aque_Aspcinzin	Aque_Bactericidal	Aque_Choano_to_pinaco	Aque_Choanocytes_1	Aque_Choanocytes_2	Aque_Collagen	Aque_Pinaco_1	Aque_Pinaco_2	Aque_Sperm	Aque_Unk_1	Aque_Unk_2	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_29	Slac_3	Slac_30	Slac_31	Slac_32	Slac_33	Slac_34	Slac_35	Slac_36	Slac_37	Slac_38	Slac_39	Slac_4	Slac_40	Slac_41	Slac_42	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9
Slac_15	0.0	8.948390823952429e-05	0.01344567652728483	0.0	0.6601427897230712	0.38094293201903423	0.5790943810284633	0.0019316819567208813	0.29352508947393774	0.016244487718448407	0.0	0.00014709942438670837	0.0007811026021311304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_16	0.12139793194420252	0.35816989241075803	0.3621908979255988	0.0019034905118184796	0.04194923341027458	0.09991967146257982	0.07561615863525405	0.06746169384565275	0.3857554074753816	0.06778307141576843	0.02303997028113614	0.051683530417797066	0.022421426509005794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_17	0.025882053350632074	0.05906153509499353	0.08707789110157316	0.00427560768372259	0.31103753571654214	0.08736239796747398	0.17940037268454226	0.0014219806809804632	0.603275373365027	0.16143250980082552	0.01357317381384634	0.08527030950401396	0.010009147786561857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_18	0.0025853419828569956	8.1530209970439e-05	0.013688158413965446	0.00022214770673970114	0.004846798908460781	0.3130068433433192	0.3449673550629171	0.006197703993022866	0.22551803791647948	0.11076361986670351	0.0029888624799632264	0.00010220691750861282	0.005809188095394247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_19	0.17744884820360807	0.29773520352925786	0.32941738352182537	0.005338109237293478	0.0011114049908102649	0.07294279245923543	0.04653831891870731	0.01288266078838295	0.0456571324376643	0.022695799769498724	0.20409392477667354	0.296821015024788	0.002711836121967614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_2	0.4592731206737752	0.5108567316727533	0.2519465013836302	0.004174499577518561	0.003320543433195638	0.030086674629782283	0.027696320856072452	0.20148362806030606	0.011800813032173976	0.07970605854404762	0.0017419707143180054	0.04003646680073329	0.015910707459895472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_20	0.08475789484556305	0.10944338652381098	0.1070990614497006	0.0016578467240310993	0.007295488506059687	0.18312765715606227	0.19150234089984877	0.04100533686339426	0.2213857125684345	0.22084579130104212	0.01499455802921571	0.006673265181366367	0.0066923884080184485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_21	0.46648637065172294	0.21127634117370614	0.013962408358697678	0.0059586684772509535	0.00017797179305170384	0.015157056412482495	0.001788134765927575	0.009287467212193612	0.0009991219720922643	0.2166519351468701	0.0013554960654933474	0.005730807704039703	0.0007468508733036178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_22	0.03947837649087847	0.07939110866957094	0.2149980537659415	0.00559916481527138	0.23802421438045268	0.05652465963291131	0.14325101271774596	0.0	0.5770767438449775	0.06283600316948815	0.000602078156788408	0.007766115264781287	0.003260050793950666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_23	0.32084262615373804	0.16195609076884604	0.12254632876020906	0.0009911571382124353	0.0	0.015400109129906234	0.013002604077083816	0.0074051155376979915	0.0004359800309109427	0.02017351169494926	0.001234627736842598	0.014405679088109389	0.0006543422956289791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
