	Scil_0	Scil_1	Scil_10	Scil_11	Scil_12	Scil_13	Scil_14	Scil_15	Scil_16	Scil_17	Scil_18	Scil_19	Scil_2	Scil_20	Scil_21	Scil_22	Scil_23	Scil_24	Scil_25	Scil_26	Scil_27	Scil_28	Scil_29	Scil_3	Scil_30	Scil_31	Scil_32	Scil_4	Scil_5	Scil_6	Scil_7	Scil_8	Scil_9	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_29	Slac_3	Slac_30	Slac_31	Slac_32	Slac_33	Slac_34	Slac_35	Slac_36	Slac_37	Slac_38	Slac_39	Slac_4	Slac_40	Slac_41	Slac_42	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9
Scil_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05313969115513291	0.08015137820611454	0.021473253297590093	0.006929729150591153	0.07526220760838907	0.008479719407244214	0.006499145887809368	0.0018605732614367383	0.023004468157347278	0.0039080297457332	0.0014500526765247055	0.05101685945988871	0.04251254055990607	0.010343559703753759	0.007209313248876309	0.013632610084242028	0.003138492328853236	0.0006722652184698366	0.010367228161965477	0.002703413956843189	0.008778320959861325	0.006844530483737196	0.0070770744783330165	0.0642065338784437	0.046434440220392094	0.010535904874351477	0.005361187997790793	0.012358898168742546	0.028625446149875083	0.006976703107548348	0.0008423379947732939	0.007727285346039586	0.0025606714173705687	0.0022443217559161535	0.2535642598568723	0.0007253846171497368	0.00037553930988293673	0.0009910594499389727	0.03104120068075611	0.019884943477295282	0.1132964737216604	0.04331890347963414	0.010201251617241868
Scil_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016118376239869256	0.0	0.04296189612557052	0.0	0.014850496063428215	0.036724505572087576	0.0	0.1036597718274993	0.006161603265914292	0.11109611356113121	0.008867348422342386	0.004883935025775349	0.0	0.008839594899150288	0.0	0.0800423385815601	0.00020124446729936684	0.3507490395975864	0.03085710423835234	0.0	0.003695275647875987	0.0	0.0005985440893576421	0.0	0.0	0.07349936467640236	0.07236006693168114	0.0	0.0	0.001118022926073933	0.0025413605174813116	0.02803141831239369	0.0	0.0	0.029267324750604833	0.0040594784636433755	0.0	0.0	0.0	0.0023688360103024477	0.0088365178178913	0.131213142557927	0.10198049226990111
Scil_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38203361628056653	0.29748932091817987	0.1193059069504615	0.1471876001584832	0.09562909419855317	0.13655255397881175	0.030664974331318623	0.026945807066481958	0.16271710569178413	0.030156229107820027	0.04433825500083004	0.10823116039734908	0.20074719462031188	0.12864049521616316	0.11465432750528493	0.10041668376453691	0.11490992105367966	0.002622754739641785	0.022049018427771305	0.08934284084616548	0.1222501764237776	0.11103540026727361	0.11738722313316144	0.2985817200750259	0.15302085767540005	0.03355450264100049	0.017909732824512636	0.10740848241854417	0.09352319585018656	0.17735052129743542	0.034040682077687304	0.021880390479514983	0.042298357741260215	0.058314575247617004	0.21744679843616965	0.011623934356981426	0.011134336374633834	0.08151835518989524	0.12961991670573828	0.16166007283054953	0.14034297819114355	0.12437178588382254	0.055850724675095755
Scil_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1105317745463048	0.09346464241380467	0.02757285733308768	0.04096655719351002	0.03929383333970298	0.02068626214930187	0.0038296490049458697	0.009308504959665325	0.026864732208327892	0.005716974549405099	0.002876714665873255	0.031738538725396996	0.04733323029530247	0.02710816735492509	0.030482238797133864	0.019718987819534576	0.021789560364482118	0.0009271382538414624	0.018775781459269607	0.022119923635116816	0.030870773862355722	0.015903726315801593	0.0209965757805647	0.08334432321238448	0.029639627472931345	0.008916860552991419	0.002216823113556192	0.015251101217001748	0.014659585921773691	0.015732204383962313	0.007424966121069296	0.005605714078042566	0.006379701094679678	0.0051404072735264416	0.12841678313077695	0.0008699004221289078	8.652991306590539e-05	0.026678758776687732	0.041113821993378305	0.039303281841941276	0.05071060179337854	0.025491400115283495	0.0106759232108723
Scil_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7413148801823173	0.0	0.0	0.3811382994061979	0.006335210238440752	0.7508323115374814	0.1065814918875992	0.34291529810078675	0.7214335539760302	0.0	0.0	0.16322872844950792	0.0	0.43105008979463955	0.0	0.2375417035267433	0.0036451068561737824	0.0	0.010056562262166866	0.0	0.0	0.0	0.0	0.1275265270552934	0.4471961699060718	0.0	0.0005719854657417067	0.0265259543701242	0.005902575707711218	0.08574893330026365	0.0	0.0	0.0008028494198763414	0.1530064597993352	0.0	0.0	0.0	0.004279469658344131	0.001373056418649605	0.7184653150120928	0.789532115300688
Scil_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04453756137648067	0.06929160714153242	0.061064201458912525	0.026203126232977124	0.3113853403995127	0.009210585947462874	0.00042607605613757815	7.561458635624253e-05	0.036387874313161685	0.02319995920899926	0.0006725500283446832	0.1998304580678095	0.06634545158716137	0.00622011695794354	0.015509339814888065	0.007597603049939121	0.014289269631374779	0.0021148289019896132	0.13418873872379272	0.007945412641121353	0.012622699331380199	0.011071409678233526	0.01803461806171442	0.06462667869714679	0.01129949344182175	0.019019788742101695	0.0005994704679484302	0.019051424729343812	0.008920742791077975	0.022621922035762444	0.001151559831061225	0.015420299751821487	0.006105835120033008	0.004072983932670492	0.3866551958299408	0.0	0.0	0.0007264773235925827	0.03463400782736995	0.05322261332920677	0.3600112998408161	0.02475428761032295	0.008028213484132194
Scil_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015528267606152274	0.05944979144664057	0.003380845907316035	0.011740562937693585	0.02090740823368338	0.005078112813353014	0.02867894110684497	0.00021119995456689834	0.006736045281878033	0.0007625283405185193	0.0002768612724790965	0.009182354140110455	0.032488537368181795	0.0028201279615952864	0.005162803647068552	0.0021544247056709113	0.001926197472001755	0.0005948421278275829	0.0010807055772763465	0.001533346344006909	0.0018295351097496388	0.00503964922943846	0.004836096166656305	0.031664575481838875	0.03406725764454748	0.0015495421951409476	0.000688266848916268	0.0033142006535321774	0.012881384758256925	0.0031118822518162196	0.00028133246576334296	0.0049420514460237095	0.0002555949508349951	0.000829483948948105	0.08062919587197573	0.00010601210962185611	0.0	0.00011188198495386598	0.01549106411131625	0.019267514626635257	0.04062036932881385	0.009542492700134972	0.004906768291981847
Scil_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05456096458811162	0.0	0.0	0.02536796468986994	0.0	0.47795906763577267	0.012460714566061019	0.12565121499602117	0.004175521559881876	0.0	0.0	0.013644653417558841	0.0	0.20210754518344848	0.0	0.7340752653460269	0.10411759304170007	0.0	0.005670866400712491	0.0	0.0	0.0	0.0	0.04055308673884751	0.31463723496300033	0.0	0.0	0.00696032566593667	0.0	0.027952005250733276	0.000986042167683244	0.0	0.0011883067383166666	0.04739652521526233	0.0	0.0	0.0	0.0	0.0	0.3598408885857763	0.4051221417966073
Scil_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296963639241377	0.0	0.001757892588579908	0.24167386577494496	0.004658908373549101	0.04808711522349644	0.05510849853415404	0.9165367434218682	0.07269419832134162	0.0	0.0	0.06018624632773608	0.0	0.06638611661370039	0.0	0.007944813780077005	0.004407745651565019	0.0	0.024432995134341672	0.0	0.00021260260484614013	0.0	0.0	0.011757148251795852	0.007349524397814997	0.002457531155801494	0.0024374497624249786	0.0003189257307024068	0.0003089035407007784	0.0	0.0	0.0	0.006709405520475431	0.00021723016399776118	0.0015600362152705864	0.0	0.0	0.00318432945425669	0.004647695111340131	0.30411475064838467	0.0776884414596171
Scil_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032967802941989585	0.0017639132518874234	0.6783066745553189	0.0	0.0	0.2270019654600734	0.002810421110099537	0.035554404853199356	0.021466280913893958	0.051396019278906545	0.6618993290647652	0.0	0.00016645027949303116	0.3196443887734687	0.0	0.03266493486320551	7.631318321164198e-05	0.007486810739866208	0.0	0.0	0.0012159112311309682	0.0	0.0003295703398467794	0.0007268378439851782	0.0	0.015613593296562284	0.012874970080507874	0.0	0.0	0.0008429107260097886	0.00023164660622962155	0.007527730803205211	0.001923615341595929	0.0	0.000879296720169544	0.0033762455787095997	0.0	0.0	0.0	0.0012667133636009736	0.001325644825905013	0.11697136449017405	0.05536536543887786
