	Scil_0	Scil_1	Scil_10	Scil_11	Scil_12	Scil_13	Scil_14	Scil_15	Scil_16	Scil_17	Scil_18	Scil_19	Scil_2	Scil_20	Scil_21	Scil_22	Scil_23	Scil_24	Scil_25	Scil_26	Scil_27	Scil_28	Scil_29	Scil_3	Scil_30	Scil_31	Scil_32	Scil_33	Scil_34	Scil_35	Scil_36	Scil_37	Scil_38	Scil_4	Scil_5	Scil_6	Scil_7	Scil_8	Scil_9	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_3	Slac_4	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9
Scil_36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001749007986515162	0.023218998664831902	0.0	0.00035081865397844207	0.01657289872652801	0.00453048112512583	0.00018570264250898012	0.000257403975251006	0.0	0.0	0.002245818515919372	0.0006829833410625424	0.002046350087196958	0.0	0.0	0.0	0.0004016930045594281	0.00012993460562447365	0.0	0.0	0.0	0.0	0.03593300393805694	0.0017758413770291332	0.005525422970289395	0.001077894755498226	0.0019092139388859313	0.23392771426894274	0.06666590420749789
Scil_37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018731174189798292	0.0010669125016206436	0.0006662687349546492	0.0	0.00015309703138873524	0.0	0.0	0.0	0.0	0.7284593499973697	0.0	0.0	0.0	0.0010062321433582356	0.0	0.0	0.0	0.0	0.0	0.00023494439293612795	0.0	0.0	0.0023263986924711194	0.0	0.0	0.0	0.2577125290846587	0.0	0.0002273933705486127
Scil_38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019422369103316676	0.12059431071725142	0.0004250900271272345	0.0	0.0	0.0010081465622878813	0.0	0.0	0.0	0.0	9.000512233266143e-05	0.0005223152491185286	0.0	0.00017925614953023412	0.0	0.0068972192565001506	0.0	0.0	0.0	0.0002960184289565195	0.0	0.0	0.019207426334527676	0.0	0.0004163015345826374	0.0	0.000250198960197153	0.006646253016023987	0.018179694546370556
Scil_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009691234411276551	0.0003919849381244433	0.23872476779864735	0.0003285183631549884	0.09433815182214314	0.0	0.002623294277419727	0.0013858209330107395	0.007340221229270498	0.062226528995138065	0.0012659449243151233	0.0	0.01203128018508788	0.24053852075327167	0.000521875681760934	0.02180264343997216	0.006675959634965654	0.002735597423132539	0.011849203364751513	0.014788839632521969	0.0003413958722730041	0.9196407246042163	0.005175170522463802	0.0006679190763024551	0.002285063252422717	0.015099143791005734	0.0001509810711340562	0.014733125137480225	0.0
Scil_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38647337038584545	0.520528690728506	0.00024005503035093417	0.003417874066686224	0.021935313423842515	0.02001892424688117	0.002280819119153988	0.0016071699457108977	0.003518904960469523	0.0009713733610782805	0.0021096055548043627	0.017674370754165246	0.020505067453315644	0.005385096094296976	0.0017900077574167176	0.39525805725836827	0.003216502567848357	0.0004354663162234308	0.0	0.0005483632370092671	0.0015581359900973526	0.0	0.5625012645940469	0.031032498777063728	0.06380738143891893	0.009573502704692403	0.03325058952520316	0.5877537522600851	0.631055537286097
Scil_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04449213665284833	0.0019154607553216376	0.6417138589335111	0.35347454953658336	0.043675918600367694	0.001334413814173958	0.016185536536165536	0.0013147934921256268	0.06699381964298899	0.13145341445788858	0.010800426791821515	0.0	0.027249452735616513	0.022329851387291693	0.011293172566661316	0.013517118014513788	0.010453713891517807	0.05920870181157364	0.003967273666798651	0.0556042558096619	0.27899426364850494	0.018402126826812155	0.027846420381405668	0.004256082396311028	0.0022554421119036047	0.07332430133785828	0.009752467559783946	0.0007411420032954954	0.0
Scil_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07404592212743998	0.5111814420685972	0.00021359559706963775	0.022173255511964047	0.003460118025224012	0.191720267346472	0.022531554455380944	0.024047704286649728	0.003141617903941648	0.0009024535532359401	0.0022630853050355404	0.024710745802675668	0.04476444003625794	0.00013729796918986013	6.640428067835923e-05	0.1771379093725455	0.004372244698169747	0.003953242291018663	0.0	0.0006762439107951153	0.016937947710002184	0.0	0.07608095100580599	0.08369309682178223	0.04007409620818307	0.028864737374411788	0.21521978137557532	0.20916814232805409	0.6573391300495472
Scil_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038254240275422866	0.0013881092265890036	0.29250490928533385	0.01614945428137478	0.44480621506883533	0.0009321370478417099	0.2830366392248175	0.23325225801318208	0.011461254761018915	0.21355478165740877	0.0013369089958038657	0.0	0.5184726412839714	0.10815751260929829	0.0	0.1672701189010139	0.07403217509235495	0.10841135572613322	0.04332969227021145	0.11532320598912435	0.000252007125234824	0.15414338915384204	0.05058901718497851	0.24010147558682293	0.3186717066222179	0.5002686753328554	0.001117571907606692	0.009530082116085793	0.0
Scil_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1822781308134434	0.006761756812406802	0.4494220540076066	0.013555285546167552	0.21651067027327406	0.003281558827492398	0.037391456468483165	0.0017114344236721368	0.010232636194414458	0.09688503984429551	0.006910153318877189	0.0	0.0730935793088826	0.14181359728594875	0.0068090655341787616	0.04946959464192922	0.008138168552111833	0.01585110302467762	0.0101394351135256	0.008466177478163433	0.04883129681388234	0.0036583128935884822	0.13974035942622762	0.001958861650732983	0.01284403560641181	0.08280354368254363	0.05676480597324174	0.05413310469069989	0.0
Slac_0	0.0	0.01827808436726361	0.03017993529970429	0.07310261823386728	0.17761884482943896	0.028009064457358963	0.0871166722058043	0.05539868139066748	0.05766692964814577	0.0727825638045907	0.009281388297507569	0.22678504662852478	0.002781455637153502	0.6248872313134205	0.7799045849989139	0.026064180535607835	0.0	0.002682320449161708	0.07512080659971156	6.419889342017389e-05	0.0	0.6904023794413039	0.00035806364443531234	0.020922063888546845	0.07973225109734534	0.10211559660538141	0.1763642361438324	0.0	0.0	0.0007248908368946424	0.0001749007986515162	0.00018731174189798292	0.019422369103316676	0.009691234411276551	0.38647337038584545	0.04449213665284833	0.07404592212743998	0.0038254240275422866	0.1822781308134434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_1	0.0	0.6155092774982929	0.6207722983304859	0.004459526828583448	0.11381392121581016	0.007825443569911383	0.35187068487957807	0.3879641242529885	0.0007030920312687445	0.1902858840154906	0.04083333374972045	0.06997084906079762	0.0	0.020107853937166773	0.15114253500175698	0.17738510047493788	0.5004006280205852	0.6070863753368114	0.060906501680887036	0.0024719476447231424	0.0	0.005086823287527249	0.0	0.004512804970113625	0.028061604399655667	0.005484936453414144	0.050315241028735525	0.008070427594081829	0.044326623535407714	0.8284104041892132	0.023218998664831902	0.0010669125016206436	0.12059431071725142	0.0003919849381244433	0.520528690728506	0.0019154607553216376	0.5111814420685972	0.0013881092265890036	0.006761756812406802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_10	0.366018987532231	0.0	5.100656119960626e-05	0.23278594164795355	0.3862239668742384	0.3315169380552403	0.001008262400132494	0.0001575584413796927	0.7398920873000918	0.13688205618118468	0.21318491421216335	0.0016794890692054462	0.4491341273762931	0.211445793024581	0.4819188009572935	0.0033475379993993483	0.0	0.0	0.009582253533639472	0.1360485676188158	0.1016231332031067	0.18638622780599468	0.045246573014954786	0.400474769561917	0.02481985635721679	0.019996613094399047	0.008699540295752772	0.01146177591080465	0.0	0.0	0.0	0.0006662687349546492	0.0004250900271272345	0.23872476779864735	0.00024005503035093417	0.6417138589335111	0.00021359559706963775	0.29250490928533385	0.4494220540076066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_11	0.0004684178009882889	0.05695378148298511	0.0058551360364539964	0.0	0.11302131434007653	0.3385576514726545	0.035228503508706425	0.05088166398058945	0.00013459593127691574	0.01045202336086373	0.035892418666648676	0.733170600025655	0.00193672455024498	0.0	0.007991247766852092	0.012279059973522098	0.00018860473303290395	0.0020112985920336854	0.00018558852987866697	0.0004538269707957623	0.0	0.0	0.0	0.00018417487132331146	0.0007596366712715048	0.0	0.0	0.0034718278457595364	0.0007135242136813644	0.0005966028003738917	0.00035081865397844207	0.0	0.0	0.0003285183631549884	0.003417874066686224	0.35347454953658336	0.022173255511964047	0.01614945428137478	0.013555285546167552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_12	0.528955625229443	0.0015277981023023978	0.006327807293703325	0.35097414288370016	0.01695275628297446	0.057694255436877354	0.011091862961094795	0.004382046620456857	0.1160187914514313	0.03203919638808753	0.08763492462221961	0.00448286477663301	0.12633156243301336	0.00010794515988178214	0.006053322088367677	0.05610466310436145	0.006281907533624988	0.0	0.055460220586957584	0.0432654858073033	0.1933173381372079	0.00040423371940435156	0.41983813277782867	0.30214289235998976	0.03738325767416098	0.00014026991581303814	0.0	0.1136987289945873	0.007846481715704751	0.0	0.01657289872652801	0.00015309703138873524	0.0	0.09433815182214314	0.021935313423842515	0.043675918600367694	0.003460118025224012	0.44480621506883533	0.21651067027327406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_13	0.0	0.5015735460317358	0.24553882334482027	0.00021693447660369475	0.07778951268122805	0.08531553498426214	0.06191137490748061	0.2084226448642601	0.0	0.01903898847179623	0.07336254018089186	0.6889065505119822	0.0	0.0015303925723556629	0.026010462706737465	0.002962158858502087	0.024693719665502926	0.14049502301190814	0.0007703882465142942	0.001640074656374899	0.0	0.0	0.0	0.0	0.022309533526480366	0.0008128628983794227	0.0012433684740679849	0.0	0.018843250199835786	0.19656215155324222	0.00453048112512583	0.0	0.0010081465622878813	0.0	0.02001892424688117	0.001334413814173958	0.191720267346472	0.0009321370478417099	0.003281558827492398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_14	0.02696108398590233	0.11053774403747367	0.014186753717201295	0.001389151733824921	0.004519728152489111	0.04710778167959642	0.02049169927794734	0.008710310798508411	0.0006180820527917274	0.0015389594213060143	0.0035664827586437443	0.05167351912762212	0.011621643966200208	0.0	0.0002771020622625193	0.13257045609641174	0.06880412399197704	0.07684782141208753	0.011081639533023479	0.0005294133715710021	0.006184226664628138	0.0	0.00011760908594790043	0.001604488190982917	0.0001771575560367171	0.0	0.0	0.14725885506151265	0.0009774968325651026	0.0032634886032983923	0.00018570264250898012	0.0	0.0	0.002623294277419727	0.002280819119153988	0.016185536536165536	0.022531554455380944	0.2830366392248175	0.037391456468483165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_15	0.002965274321864105	0.11231609844603421	0.018887669911625063	0.004536587944257384	0.001115131174904282	0.013979074553833824	0.016422955136255527	0.007218583826879607	0.0032131156731806457	0.0017471615546988852	0.0005163425424069452	0.041803263687041584	0.0018764097603974563	0.0	0.0032243804721260407	0.20013785077638285	0.2161452978977198	0.37908900191906236	0.002004076711165706	0.0016576593808542317	0.0005265361652284975	0.0	0.00041165235928523474	0.0014669800254573629	0.0001525043345174488	0.0	0.0	0.1460835508720437	0.0009254884029879145	0.017965529329546866	0.000257403975251006	0.0	0.0	0.0013858209330107395	0.0016071699457108977	0.0013147934921256268	0.024047704286649728	0.23325225801318208	0.0017114344236721368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_16	0.029701501584303108	0.0004422454665166356	0.0012383605118169241	0.015516315258534589	0.021853807329041124	0.009542837354898609	0.00020637780965212412	0.0020015244173660638	0.005894080802046146	0.009491194797965249	0.010923452571478353	0.027961255478632152	0.006324872806131974	0.998320733068773	0.0002783652314596042	0.0	0.0	0.0	0.007677448874242985	0.0027763490577924236	0.005223934483271751	0.0032685277598511592	0.001469499824988202	0.03376032861888892	0.004853997829413171	0.002763259698962974	0.0009446689080177144	0.0	8.832977814853351e-05	0.0	0.0	0.0	0.0	0.007340221229270498	0.003518904960469523	0.06699381964298899	0.003141617903941648	0.011461254761018915	0.010232636194414458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_17	0.3047997459005828	0.0009473989263268512	0.0	0.061395095405627695	0.014505141591306914	0.04858516784041768	0.000397434291767645	0.001296115994686562	0.0737455792562573	0.013376070196903626	0.04165677993629923	0.0010882989724831306	0.19655032517148058	0.03493914759390178	0.00029263870369682657	0.0006474883877105818	0.01920672747561671	0.07793060584724135	0.020877059691528286	0.0030547920585866496	0.08406586551915964	0.03647588588600141	0.02580812167533523	0.2643125172115094	0.002661796040730629	0.06192660973805636	0.5510876688511985	0.10668975065805231	0.0001783717211237805	0.0004792446448746531	0.0	0.7284593499973697	0.0	0.062226528995138065	0.0009713733610782805	0.13145341445788858	0.0009024535532359401	0.21355478165740877	0.09688503984429551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_18	0.018712925888918038	0.00023396105394674484	0.0011310650237708292	0.00978554379017344	0.0069427383578760295	0.006181991086120768	6.509628052611548e-05	0.0013353979359333197	0.001871968858377826	0.0029852586155103547	0.0020279835571939313	0.0030732522345985193	0.010731924285500792	0.5593291365345474	9.073175788394787e-05	0.0011672248462665969	0.0	0.0005110722929157884	0.002932569793022677	0.000223123732388462	0.0007811789066235182	0.6239974809775188	0.017389118907431035	0.016941628900716738	0.0036038105335061852	0.7327623613092873	0.018312892361365563	0.0	0.003241299505212359	0.0	0.002245818515919372	0.0	9.000512233266143e-05	0.0012659449243151233	0.0021096055548043627	0.010800426791821515	0.0022630853050355404	0.0013369089958038657	0.006910153318877189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_19	0.0	0.23355035808163066	0.1294937412116747	0.0	0.00013592924197243655	0.0	0.023751085854338178	0.02116244924647925	0.0	0.0025722228849752193	0.00010046956175952039	0.003933122305410192	0.0	0.00011114553930567155	0.0005863153577884362	0.00453945412493553	0.12679224303011877	0.037175596565296384	0.0015438270383435375	0.0	0.0	0.0	0.0	0.0	0.00020687914557464878	0.0	0.0012938469479791153	0.0	0.0003140664212464159	0.4825037632115238	0.0006829833410625424	0.0	0.0005223152491185286	0.0	0.017674370754165246	0.0	0.024710745802675668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_2	0.04753734326053881	0.13676092802541756	0.027438366792618463	0.02363892907594594	0.01759854599071665	0.04581868318846277	0.07813610614977072	0.03535864938453409	0.008492488503226337	0.01050790088055682	0.010854127063316617	0.08234470801588999	0.038781482702728735	0.0	0.022203174943511733	0.42128854904644264	0.18880114699028214	0.15772498368872184	0.03995509341458407	0.029003157601577078	0.0012245743441059527	0.0	0.004707114409347568	0.01502718551192524	0.0037160207208341545	0.0	0.0	0.022084686008022984	0.00016229801003639368	0.0	0.002046350087196958	0.0	0.0	0.01203128018508788	0.020505067453315644	0.027249452735616513	0.04476444003625794	0.5184726412839714	0.0730935793088826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_20	0.3807383691415505	0.0	0.0	0.47311690548757596	0.07529731815993859	0.005589632809005182	0.0003222848343452075	0.00014206822694829866	0.29076048424581885	0.05368348619398997	0.07287646500312586	0.0007739119780015697	0.1420526511121294	0.11777046990484955	0.011817399012447051	0.0013618499166022859	0.0	0.0	0.05461930070278402	0.037549592668483685	0.0	0.16365118585782418	0.1193115378452843	0.3103054251555101	0.18045444687910867	0.012533715612665985	0.0017523768985218346	0.0	0.0008261173423381899	0.0	0.0	0.0010062321433582356	0.00017925614953023412	0.24053852075327167	0.005385096094296976	0.022329851387291693	0.00013729796918986013	0.10815751260929829	0.14181359728594875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_21	0.0	0.0	0.0	0.0034082908903331336	0.01393388443281933	0.002020973567422984	0.0002244552509383524	0.0	0.021870062950131698	0.0015403423420089735	4.689273870954069e-05	0.0001593627863420352	8.16346997399421e-05	0.679100529368865	0.0637957563651678	0.0	0.0	0.0	0.0006277830734671054	0.0	0.0	0.11987033406442235	0.000329350925406405	0.0014994117548317505	0.002649554078617492	0.0018419930547002173	0.011870296161575741	0.0	0.0	0.0	0.0	0.0	0.0	0.000521875681760934	0.0017900077574167176	0.011293172566661316	6.640428067835923e-05	0.0	0.0068090655341787616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_22	0.04393421402150271	0.21421386494783615	0.06535693077605041	0.2654022409620183	0.050758305863346696	0.00847923198015727	0.26716882619079485	0.1541052558109517	0.056531288229031716	0.05980877852948513	0.021482522579896572	0.013418106715669165	0.016594785297329002	0.0014530465712708814	0.2369572206787014	0.2587615229679735	0.0001351119512594794	0.0	0.05716525114301306	0.041130358046179975	0.0	0.002950720821067357	0.00011192722929140814	0.14560756295216404	0.0011275813197167554	0.0	0.004331199198082733	0.0019580287037492695	0.002432537667856025	0.005729431978583411	0.0	0.0	0.0068972192565001506	0.02180264343997216	0.39525805725836827	0.013517118014513788	0.1771379093725455	0.1672701189010139	0.04946959464192922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_23	0.02860239031027567	0.0038416792022528796	0.02064885430308309	0.016745183465109822	0.0012009858812657437	0.00995383519315975	0.002006750559040853	0.0023344094422516255	0.026633557330773723	0.00037371078658552493	0.0011107285112962695	0.00967409010878265	0.012920948825377965	0.0333539254811981	0.0029372400436543677	0.008170870274917601	0.02470731448416693	0.0	0.002898347661864182	0.0001766761978711004	0.0033113855928705175	0.29830490010212635	0.007115825079556337	0.01895517498567463	0.0032122127426869916	0.06866179206953206	0.006737467177314237	0.00261959219978815	0.0009384819370240391	4.93179132227808e-05	0.0004016930045594281	0.0	0.0	0.006675959634965654	0.003216502567848357	0.010453713891517807	0.004372244698169747	0.07403217509235495	0.008138168552111833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_24	0.015989887859151078	0.0	0.0009545062459419415	0.000956657667312097	0.015072090573910794	0.06573969735389157	0.0005124385917417987	0.0013590538489096846	0.0005919710968711416	0.003598602975030011	0.007558829569571071	0.011825572427586643	0.01709994393672018	0.0	0.00031801151922090725	0.008847418316341093	0.0	0.0	0.0016043327961476027	0.0004630074398719192	0.00544617532142899	0.0	0.00182693127404558	0.0047969731774151775	0.0003483375169255369	0.001449720571809083	0.0	0.10963095160238916	0.0	0.0	0.00012993460562447365	0.0	0.0	0.002735597423132539	0.0004354663162234308	0.05920870181157364	0.003953242291018663	0.10841135572613322	0.01585110302467762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_25	0.049424299834986224	0.0	0.00015018814560635983	0.008520989366655126	0.00012572043254579002	0.0011929405329582942	0.000471579975975067	0.00020157308450374575	0.2889371854478442	0.0006489853293844863	0.009768716536809455	0.0	0.013660597565614432	0.20894227538269491	0.004106859863892729	0.00040176665914667	0.0	0.0	0.0021583277162681965	0.0019039694394292288	0.007701744154940178	0.017999838408547734	0.003575384857190366	0.07928358375527914	0.001211330085836684	0.006325575944151343	0.0014419495456984336	0.0004117826992111135	0.0	0.0	0.0	0.0	0.0	0.011849203364751513	0.0	0.003967273666798651	0.0	0.04332969227021145	0.0101394351135256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_26	0.043794509006172745	0.0021768265020720725	0.009385841808849235	0.010944310382903178	0.004355554463691833	0.010456398739404994	0.0007034604209107958	0.0005028810521261072	0.02867977591803094	0.007064939304994441	0.016812374544093515	0.0026396394855607522	0.06430572922801839	0.06470531182969677	0.005872406260811288	0.0006350395122866733	0.0	0.0	0.0017617671020901168	0.0005693489811443946	0.015592959226938213	0.0008788108282444448	0.010045652644112873	0.02720706576731758	0.00028916915050868595	0.00016667878471085288	0.0006151991010040932	0.002826035128635942	0.00018643368130089716	0.0	0.0	0.00023494439293612795	0.0002960184289565195	0.014788839632521969	0.0005483632370092671	0.0556042558096619	0.0006762439107951153	0.11532320598912435	0.008466177478163433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_27	0.0	0.0005533417054644279	0.00039443600373686646	0.00015896391340471414	0.27813499793604124	0.21637456567062746	0.001957249027102855	0.011709930983214578	0.0	0.01017525303238074	0.060551796306587934	0.8048968158007413	0.001164488372195111	0.0	0.006309288295117987	0.0	0.0	0.0	0.0005093463445553785	0.0	0.0	0.0	0.0	0.0	0.027935535504279286	0.0	0.0	0.0	0.0003232561546069872	0.0	0.0	0.0	0.0	0.0003413958722730041	0.0015581359900973526	0.27899426364850494	0.016937947710002184	0.000252007125234824	0.04883129681388234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_28	0.21074107071930892	0.002273826306313196	0.0	0.003367821929089892	0.6362350635743337	0.03789668001609765	0.00011979856604103951	0.0007184511567600519	0.0005547635591994925	0.19101023285247754	0.0029565062586546917	0.0006267720000383717	0.12210113678826721	0.0	0.0	0.00012350535539544614	0.0	0.0	0.008363728007119566	0.13361169289420818	0.06902792386011422	0.0	0.008829731273668064	0.05513187425335638	0.0	0.0	0.0	0.0018654747474911148	0.0	0.0	0.0	0.0	0.0	0.9196407246042163	0.0	0.018402126826812155	0.0	0.15414338915384204	0.0036583128935884822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
