	Aque_0	Aque_1	Aque_10	Aque_11	Aque_12	Aque_13	Aque_14	Aque_15	Aque_16	Aque_17	Aque_18	Aque_19	Aque_2	Aque_20	Aque_21	Aque_22	Aque_23	Aque_24	Aque_25	Aque_26	Aque_3	Aque_4	Aque_5	Aque_6	Aque_7	Aque_8	Aque_9	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_3	Slac_4	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9	Scil_0	Scil_1	Scil_10	Scil_11	Scil_12	Scil_13	Scil_14	Scil_15	Scil_16	Scil_17	Scil_18	Scil_19	Scil_2	Scil_20	Scil_21	Scil_22	Scil_23	Scil_24	Scil_25	Scil_26	Scil_27	Scil_28	Scil_29	Scil_3	Scil_30	Scil_31	Scil_32	Scil_33	Scil_34	Scil_35	Scil_36	Scil_37	Scil_38	Scil_4	Scil_5	Scil_6	Scil_7	Scil_8	Scil_9
Aque_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007207930963657979	0.30899678082192644	0.0	0.26238409982615846	0.028334234631066012	0.13584372789512184	0.20174917462715633	0.36763756291857425	0.0	0.0687904931235191	0.0	0.03872344985341167	0.402741144697455	0.0	0.0	0.046605169011689845	0.004746097024058278	0.0	0.0	0.0035570825744202757	0.0	0.0	0.0	0.6368590434733837	0.5512967811430687	0.36884687022266927	0.04904863939422659	0.13307993594592546	0.1761029511115738	0.0	0.16423998022279063	0.20134431540986858	0.0016528077688472247	0.09594971547337144	0.0	0.07467590178614121	0.2312889825518008	0.0	0.02995618654628012	0.018301430182690714	0.1276297223745262	0.0	0.0	0.04950349966884275	0.05375822419288662	0.11306236313165999	0.4529883477391269	0.0026638017289202405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023628282862642267	0.0	0.04583010406778267	0.12271231464247798	0.0	0.0	0.0	7.741621190303278e-05	0.15356427279927792	0.0	0.2708574521771768	0.003927019647843619	0.0006351957843965829
Aque_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003570067902349311	0.40312235312878597	0.0006546944170466912	0.17464906386923032	0.022691552983814554	0.1981353593452359	0.08038782965729488	0.14972409307671464	3.692652956709498e-05	0.0331741036788541	0.0	0.10340762905900538	0.37669537988428176	0.0	0.0	0.0	0.009438438505875068	0.0	0.0014251626539617764	0.00810874191503252	0.0	0.0	0.05154874907798653	0.2597237876664066	0.23269958427018494	0.26754276275690303	0.030670489177601956	0.13970621756647372	0.07871472614087673	0.0	0.02742469277459055	0.04737434752010364	0.013761747032230575	0.020569362653105328	0.0	0.022907255186265407	0.008956311731981215	0.0	0.007495500673182191	0.011858624817093828	0.08045636282890485	0.0	0.0	0.010033018870096562	0.03856379033565765	0.06421208447671664	0.46667794675169105	0.015456494016030869	0.0009252798906345417	0.00015627379148512854	0.0	0.0	0.0012935506359073976	0.003379266327941379	0.0005691043822738014	0.019656265507272678	0.01967299378092575	0.01735678649014895	0.22106113119559873	0.005812318074700415	0.0	0.005270713624254894	0.00035273400696735524	0.030838315799371723	0.0001965310442681807	0.061088244588765626	0.009209742798997278	0.0028080431967406967
Aque_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6588539119036384	0.0	0.4025608160809552	0.0	0.33379077208069685	0.3487892610888296	0.46877366984447766	0.0	0.013434304515774025	0.0	0.304593219066386	0.4782888913447712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6953592431571424	0.7127354904619034	0.3363665808390197	0.0	0.0	0.7615864716171064	0.0	0.7757610509566414	0.7510745800725691	0.0	0.0200065485954792	0.0	0.4142899470009618	0.3874835202235388	0.0	0.31654163300204785	0.0	0.10465551416527823	0.0	0.0	0.11394489961742175	0.3363641423003648	0.6781007353455535	0.8044454088319515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709103059985749	0.0	0.01627547885961875	0.6525893966905393	0.0	0.0	0.014764268705375302	0.0	0.2335901128039616	0.0	0.4324680491904682	0.0	0.0
Aque_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007989604093976083	0.0	0.3588457900374457	0.0033772208670086656	0.06845226229514395	0.0	0.0	7.446641161039216e-05	0.0022615291409044834	0.3018814258739562	0.0054723505212942915	0.0	0.0015576277803544792	0.42231304102407774	0.0030443547763950177	0.053983147828739905	0.03681575293518945	0.0007245813394103879	0.0781611196019666	0.0133199888380616	0.0	0.06705260361388733	0.002621946692698318	0.00011499042388782318	0.0	0.0008735143059677767	0.014792204271229407	0.0	0.0	0.21973285208616994	0.0	0.0	0.11015884058094409	0.09797482181308578	0.11019325742143267	0.0	0.0	0.06631359578949028	0.15794006133834332	0.05014220388612166	0.0	0.6051479919881504	0.0	0.020682591029852815	0.0	0.0	0.0	0.032911254760685585	0.08977766678708084	0.0049314393364547305	0.0018674627857882468	0.028171419686765547	0.21026311751732277	0.008757316326502044	0.004620625165897384	0.007436469725011352	0.0	8.465892848772356e-05	0.0	0.0	0.081823212388582	0.0	0.17545208547105823	0.0	0.14558361983487414	0.0	0.0931929323942883	0.06388452777444009
Aque_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6225621047855239	0.08530246628149021	0.2499710686667113	0.007552876976035743	0.0002178765512401789	0.06667599228357379	0.0001014126701470831	0.00044325569328759263	0.8756136249528265	0.05387497751862058	0.5127728154673902	0.000877323052987157	0.0021767951077217057	0.004373141173563929	0.032737445819188186	0.005872765487726697	0.0579229971369982	0.01324758545172008	0.01271746559590869	0.014423913012565926	0.0032783848282419274	0.01624587185696043	0.20854595529963435	0.0682075093535244	0.0010757725245169887	0.0015106109007975018	0.401066748838096	0.0665011291649009	0.007863379270562434	0.004146734911581974	0.00036356754765151894	0.0041558416138145066	0.02534314321807395	0.06159482424027611	0.0004544811457850558	0.003764560724605815	0.002251711284226557	0.003036541036971012	0.0074101070755996645	0.012270849612709692	0.004829748909983615	0.0009033766619549081	0.8864373773245804	0.010206055484660356	0.008376556024799989	0.0	0.002591729657440162	0.01601265505187844	0.0038041279510851907	0.0007279824983477414	0.5309015812942428	0.0012405588437670403	0.006409532030017534	0.007918033584746003	0.0508246824984819	0.061902912892088734	0.0016278270829214133	0.0004586642700985545	0.0009543847078915537	0.0006829856728749977	0.0	0.0	0.004665882553132517	0.027799657572352938	0.007756847590368675	0.0009700522990703769	0.0018349425655764858	0.03691059414488222
Aque_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011002663271174153	0.10548028367126958	0.00027968293760214985	0.008411226458592928	0.001995556858674992	0.04527308787391325	0.0017653681502885865	0.006183589344227606	0.00020512691762688558	0.0049059430819454785	0.00011607059207258241	0.015445263104643267	0.028440546813159356	0.0	0.0	0.007685646952717997	0.0	0.01596964290953395	0.00079409913226825	0.0	0.0	0.00011721304188903826	0.0	0.26306927114013984	0.08489610593869408	0.014824377787906688	0.09603137894845354	0.002600856536939378	0.16950701020732645	0.0	0.01214687404139665	0.0035523542011290667	0.0	0.0	0.0	0.004250277719181114	0.017868308598660666	0.0	0.0029207134146050162	0.0	0.006651400468280546	0.0	0.0	0.0017906223046873309	0.0026803421302653363	0.06099332874033688	0.7138309679990239	0.0	0.0	0.0	0.00972215354212173	0.0	0.0	0.0	0.0	0.04019912254861556	0.0020235651071232935	0.006254723232663231	0.05065039687370073	0.0	0.0	0.0	0.0	0.08686434821975106	0.0	0.007699991637302181	7.164209713358622e-05	0.0
Aque_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38352036569634784	0.08997336979265005	0.09512800468451872	0.005350696099341551	0.00018339117660236382	0.05185246626134286	0.00014101603497631172	0.00012243955352313218	0.2036699476853439	0.02595024634933079	0.0037987649872471365	0.004359835343933608	0.00032017955999024805	0.0006932786013778962	0.006245741816853538	0.003957032317917925	0.011873979451640537	0.008062195596750601	0.0022157805201661307	0.0035181462267927406	0.0	0.005138609393324724	0.0679167415873052	0.10073179836125483	0.0011755396018533763	0.001498994464937437	0.17508460180445878	0.038752888249804454	0.2085189362357161	0.0019464779156262164	0.03210891319346751	0.015121531578421369	0.020022546024075563	0.09724084080492337	0.006024555528158113	0.02129783422468635	0.037663241775312294	0.0006101721690847833	0.01425516937101105	0.00982770517263873	0.024947734143973478	0.0009259454325618094	0.25061320092526973	0.02082694657537956	0.008651506436041144	0.004323787913934672	0.005902471892089973	0.011134940373064364	0.003281868450424677	0.0	0.08429588486665558	0.0018994347389950186	0.004202950247087734	0.0007703086967531097	0.016741330874967618	0.03108059651390676	0.0004326262576946168	0.001325598640948816	0.0034130295491198357	0.0006722118919894402	0.0	0.0	0.004391427098515667	0.2090589287938281	0.003561789176550896	0.07217431658837593	0.00033946523942465984	0.0019808672721127263
Slac_0	0.3601178000618733	0.6051581277794792	0.0012486008861666547	0.6503729536767333	0.08077756793338153	0.00214903265124924	0.00016739509462785292	0.0011066823033942413	0.001406369907542487	0.0	0.0035226574126899293	0.0	0.3575652945954936	0.0	0.006748382226359257	0.028798593308276832	0.01973130113242858	0.002195134491720003	0.13532520041280832	0.02362567420717333	0.007207930963657979	0.003570067902349311	0.0	0.007989604093976083	0.6225621047855239	0.0011002663271174153	0.38352036569634784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017049536051867494	0.019874041795565296	0.028700799725351618	0.014061749784167193	0.12414107976706948	0.1170958548838374	0.02081704175842213	0.014608484977666345	0.022885511667997904	0.03994129255811692	0.01810160180329917	0.09644552561605166	0.004156913093648575	0.6485627999778171	0.6445378593659523	0.006150867414819816	0.0	0.005606824672538923	0.051318802413805466	0.0013633610101350876	0.0	0.7876988696547109	0.0	0.007723614048405292	0.04875215729315422	0.08429844777540926	0.2930161268437951	0.0	0.0001124655860200062	0.003131430523606516	0.0	0.0	0.01449315816185208	0.004475862750357244	0.18235201996015146	0.012320278903545253	0.11105649886433104	0.005057749412873074	0.42253751710554077
Slac_1	0.028882879575814806	0.005088999690277391	0.19394799491887935	0.013477838022282463	0.06604570314979036	0.4260626423144325	0.019822522196242327	0.02594370225821575	0.027329751278661968	0.011259875588437532	0.0024546823041520075	0.028178543754256196	0.00950203532118014	0.27606655571243766	0.005625087290423032	0.004437301923823489	0.36919207287962635	0.0	0.026829719582943105	0.044244947579357735	0.30899678082192644	0.40312235312878597	0.6588539119036384	0.0	0.08530246628149021	0.10548028367126958	0.08997336979265005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014375782652440764	0.6314033064883319	0.6586723581342063	0.008326740754932907	0.09193944137170343	0.010396078369094435	0.2883724883532805	0.2914647486970841	0.0	0.18458974976206693	0.05055917942766356	0.03381543381791816	0.0	0.056754078554389284	0.15515830038693046	0.1033265632369172	0.3844526189899392	0.3298635903034916	0.07945795729291359	0.0016674202532356418	0.0	0.011659720877801873	0.0	0.0019051607705025716	0.04600943994692696	0.0068079398700836265	0.06891960279158713	0.007277038241788989	0.051055102822140284	0.8733748698624773	0.014404155841081212	0.0005773310925848262	0.10417632630688693	0.0	0.547480771321951	0.0014149382144389672	0.40875172885410105	0.0022180585797195443	0.01761049412112293
Slac_10	0.012490097494199532	0.6839917060871781	0.0009263157232218243	0.04903897996101889	0.007152538798864687	0.0	0.003633025426557189	0.0	0.007764633734870084	0.0	0.5350576259244804	0.0058614719559287164	0.12478242085689266	0.0	0.0506193718188621	0.011031405506134365	9.933714956257122e-05	0.0	0.0040161859283506665	0.0	0.0	0.0006546944170466912	0.0	0.3588457900374457	0.2499710686667113	0.00027968293760214985	0.09512800468451872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.603903110462898	0.0	0.00018056716538701614	0.3946345832838282	0.6354600709679931	0.4112567299831465	0.004038898449376718	0.000279452696191002	0.8282390648590654	0.3156216090532039	0.29127481637159525	0.011283818001748559	0.5674845391803344	0.017728348000308397	0.5830516366442431	0.007160596935675109	0.0	0.0	0.02825017088797107	0.2700738371973369	0.4062276498068422	0.12806686773476403	0.10580078708840464	0.4871692415815055	0.014229707051178125	0.00925198466889553	0.02924057933520644	0.021776966526073936	0.0	0.0	0.0	0.0016208190935549788	0.0	0.687307200252435	0.0001728612477797074	0.7703960665619222	0.0	0.47872497269007735	0.46391840196376527
Slac_11	0.0002895346451168054	0.0	0.04647296234082087	0.0	0.005634286089633576	0.2246055330076569	0.003921806564882834	0.030478808883273933	0.004488087314360978	0.0002704982935162716	0.21368291182003726	0.012430344632669815	0.0	0.0	0.0001786816932863523	0.01524668621417757	0.0029473015140720413	0.0	0.0	0.004180400416680115	0.26238409982615846	0.17464906386923032	0.4025608160809552	0.0033772208670086656	0.007552876976035743	0.008411226458592928	0.005350696099341551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002707215547135842	0.07547476288470224	0.007903001030540193	0.00020135516752315427	0.08483077698379438	0.3001731101914351	0.05096898359835241	0.052786798234887244	0.0002900955762667265	0.002862000817412309	0.021113070436763172	0.6975121229858738	0.002018133492095825	0.0	0.012588960453751703	0.045223179518251576	0.0005826474478701977	0.0011084584779289535	0.0008618935777196867	0.00017109228673841125	0.0	0.0	0.0	0.0	0.0018400758095079319	0.0	0.0	0.0011041730141236464	0.0006746078659350108	0.0005784537269941765	0.0002687175370342825	0.0	0.0	0.0	0.0013431719847802107	0.38738957965346976	0.017305873260791534	0.028278616312584708	0.015153757837285953
Slac_12	0.0	0.03401155876918339	0.003454621919960872	0.0	0.0012750212422184561	0.0	0.37686537692103456	0.0	0.0014099252935354909	0.02097917207271813	0.6384845612924863	0.0043092955952190575	0.04612962535401885	0.0	0.027063349952506498	0.0037463991788716324	0.00024809877707359263	0.004156590286466113	0.0022647088797839794	0.0	0.028334234631066012	0.022691552983814554	0.0	0.06845226229514395	0.0002178765512401789	0.001995556858674992	0.00018339117660236382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6608614053479901	0.0005009251657897121	0.0021195009057570846	0.41830700659786535	0.010917801797323351	0.034906889369602914	0.011360866750546341	0.0028294359735533702	0.05693153104938742	0.043820493292458046	0.10087400940472795	0.003856847756125595	0.08938548378110914	0.0	0.005562828270019052	0.06626470845153822	0.0	9.165901631010662e-05	0.07075104197714223	0.06629540829897082	0.26819375528459966	0.0	0.37165846409354	0.26513332582469734	0.02630398996357567	0.0	0.0	0.07664332019810728	0.008073726432888503	0.0	0.01180266228459197	0.0013758867511901032	0.0	0.11123205845457367	0.01573655366946839	0.04004285071397834	0.0008067910131735641	0.6068119400806186	0.21155477003794315
Slac_13	0.01853234316651551	0.0018524134242387425	0.08753104831326261	0.0018192679753041394	0.021553703114215443	0.1814472454168639	0.0036287808614156743	0.004980648334404722	0.0021438952724544486	0.00164134717449839	0.0	0.0015115852149052064	0.0035668024756354256	0.10097775145326382	0.0020777791727374603	0.0010403595033478138	0.15825957927839213	0.0	0.0003402697106397783	0.004968400117416722	0.13584372789512184	0.1981353593452359	0.33379077208069685	0.0	0.06667599228357379	0.04527308787391325	0.05185246626134286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4452279282749701	0.24148705360721667	0.00010116927089946672	0.05596352111199728	0.10863665385383289	0.04125223296836238	0.13904343877258385	0.0	0.013447025886965499	0.08265041361639211	0.6475452336786558	0.0	0.0034727495550622585	0.040248211811190156	0.0021339192551050176	0.0632241158879452	0.08189466989662758	0.004358618866586899	0.0008631412624146408	0.0	0.0011787976930303218	0.0	0.00019742622947111366	0.021263187934875662	0.0009621596832549338	0.008411402629406777	0.000315821952799668	0.010287063112106348	0.40778187536888366	0.003089032512345119	0.0	0.0005379772399472136	0.0	0.01770000046300369	0.002606230575675612	0.2134211294319627	0.0003393088411580457	0.0007293952964451514
Slac_14	0.0	0.0	0.011611400948368449	0.0	0.0	0.08354532561756922	0.004395664078218674	0.01590122967511213	0.0	0.0010110013360689742	0.26187061650834054	0.009080805056845115	0.0	0.0	0.0	0.0	0.0010574537568551418	0.0	0.00012396964307515452	0.0006959377390321788	0.20174917462715633	0.08038782965729488	0.3487892610888296	0.0	0.0001014126701470831	0.0017653681502885865	0.00014101603497631172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03440129905305083	0.1670113799316611	0.01124409635825411	0.0014136497341196588	0.0038247506721499082	0.0350642115189325	0.03516546000459963	0.004869473219012168	0.0	0.00037609437413852034	0.00038038434076872584	0.06054040876647101	0.006073972932567754	0.0	0.0	0.14458818794472988	0.00863728402638161	0.036529870553215535	0.00427126795554846	0.0003903980890180351	0.004234247924390247	0.0	0.00011915654880076569	9.105610747864998e-05	0.0	0.0	0.0001632862994201917	0.07169420046910653	0.00019824092443767325	0.0002324562917690619	0.0	0.0	0.0	0.0019558158607522096	0.0008650112955867374	0.01479910522915925	0.0028249664144267676	0.28301880120349576	0.018840468742075248
Slac_15	0.0	0.0	0.053018202251554625	0.0	0.0	0.3521888180851548	0.0035037519382675	0.018819848831443144	0.5856726666138662	0.0028469785293717244	0.08242358528842889	0.009254074794110206	0.0	0.004930176764854284	0.0	0.0	0.022355803432094593	0.0	0.0001486583229600153	0.0	0.36763756291857425	0.14972409307671464	0.46877366984447766	7.446641161039216e-05	0.00044325569328759263	0.006183589344227606	0.00012243955352313218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037561545419144506	0.1915584150270943	0.0305725326956998	0.007280929051062725	0.0013237718868656313	0.010654186901958147	0.04360788525580715	0.008141608601357564	0.0017766890035180952	0.0015286477461397502	0.0006753305986207646	0.06494299691309002	0.0002678537922305544	0.0	0.002372975884874954	0.20861076912707865	0.19371813740613653	0.2778566008023272	0.001048052004531966	0.0006628290852709385	0.0005554089778884918	0.0	0.0	0.0018742493910395852	7.582281743191405e-05	0.0	0.00028416053062932004	0.11129082456803518	0.0004201336590089904	0.002698911227984502	0.00011189605883438608	0.0	0.0	0.0018852306650626147	0.0022293165770661235	0.000537918602022186	0.005978541835796615	0.2633657439001399	0.0005590915207377705
Slac_16	0.000364540624719768	0.005529672928598939	0.0	0.05071604069705067	0.31105552499017464	0.0	0.00021947309878256473	0.0	0.00019965607844958183	0.0	0.013539612338884796	0.0	0.002490136163091833	0.0	0.008597843487003267	0.00040167134032208777	0.0007954572289173509	0.0	0.2534555551047312	0.0	0.0	3.692652956709498e-05	0.0	0.0022615291409044834	0.8756136249528265	0.00020512691762688558	0.2036699476853439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07641225164355164	0.0	0.0006537809354384566	0.018031527703981903	0.013141435316738507	0.006402527926817936	0.0	0.0005530300729717037	0.0155400534548059	0.006183361370865386	0.004021817802454636	0.02691102361994855	0.012165380767570838	0.9985449721547219	0.00019265879464003762	0.0	0.0	0.0	0.002366646076093369	0.000620702579053868	0.011498872588218308	0.0028300874646534054	0.0012660478353660964	0.027632307704471927	0.002117909735399401	0.004986813006905346	0.015912092263801712	0.00015956624399763062	8.84168448185928e-05	0.0	0.0	0.0	0.0	0.013704849076083167	0.0018213040222892925	0.08438101847576991	0.0007541103161639711	0.031154547414690176	0.009372591348129202
Slac_17	0.0057730754236505755	0.08400031994089577	0.008296755198257727	0.002124052502467201	0.07845501688597659	0.0	0.009406219154989598	0.01676475982619856	0.027940056663935824	5.307853874566612e-05	0.25337079495660497	0.026328278263216025	0.2781428869401215	0.0006924469166060559	0.0013431035170058502	0.0006246004909368952	0.0006766697585387233	0.006705546855367915	0.00047988064818928807	0.006004634920651898	0.0687904931235191	0.0331741036788541	0.013434304515774025	0.3018814258739562	0.05387497751862058	0.0049059430819454785	0.02595024634933079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34594651777195223	0.016125950585335697	0.00259758917236513	0.035469161272126196	0.02727282627013996	0.02075181452448057	0.00021387570520787716	9.753716161733547e-05	0.04343584782915727	0.009189711213834599	0.021009406558028396	0.002986639456227106	0.08227627609939359	0.009496500031531945	0.0002651541038725155	0.004786978241047747	0.003416084332311959	0.019380035542982003	0.037741216213346696	0.002893738866019547	0.19067948702274667	0.007361703294428738	0.01394978194024834	0.2349922741370011	0.001401990154283811	0.013992068850753093	0.0007811616904018709	0.11730693344014335	0.0	6.344807066919933e-05	0.0	0.8982382357348394	0.0	0.19411694415074046	0.002257897752975971	0.14154179390508875	0.001292549304249596	0.3839246313354213	0.06111562478595863
Slac_18	0.01884833202069771	0.055164238595478185	0.0	0.4230458807990135	0.12802045298458117	0.0	0.0024951937986274616	0.0003997126633816306	0.0011824887445368382	0.0006589330409725109	0.0030866878213601096	0.0003551663072416784	0.2395747195003723	0.0	0.01825529048818788	0.019075792184556333	0.0011608038829003082	0.0012519385197301979	0.024853488321747132	0.014249020438692233	0.0	0.0	0.0	0.0054723505212942915	0.5127728154673902	0.00011607059207258241	0.0037987649872471365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04139410823303769	0.0	0.0001372307116874868	0.0022558510214275235	0.002679930676315591	0.008915977403068816	0.00013406431171821372	0.00019531436276150997	0.0012186053115788406	0.0009076142232350467	0.0027709595035814135	0.0017913526037196242	0.015614348918247723	0.5236760803453973	0.0	0.00014537771691942265	0.0001992233640220357	0.0009311985938094756	0.003014875638329587	0.0001101287151797933	0.0013305648255908394	0.5252573143364987	0.019085103886214608	0.018037071055448876	0.0005224559773615785	0.7985209670413073	0.02138116516991152	0.0	0.0016517630229043886	0.00034596413815201385	0.0	0.0	0.0	0.008417719360807664	0.0012322970629060437	0.010414511320196152	0.001299836258034034	0.003165683352339714	0.018597267260156612
Slac_19	0.0005417107655616505	8.819846974864138e-05	0.0640032950310206	0.0	0.013169213802654544	0.11911205689723223	8.872665397344825e-05	0.0012960035755842669	0.00039554232087895565	0.0010988607030584874	8.67954187979903e-05	0.0017177894557146446	0.0	0.07568689788890265	0.0	0.0	0.0580577063954665	0.0	0.0	0.0	0.03872344985341167	0.10340762905900538	0.304593219066386	0.0	0.000877323052987157	0.015445263104643267	0.004359835343933608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12376208986479498	0.1767415599524082	8.953448248193093e-05	0.0	0.0	0.01120558807814111	0.0049550486142194445	0.0	0.0006174912659259845	0.0	0.001507716939858645	0.0	0.0010027930469521293	0.00038299273902102625	0.0011730799711959538	0.1275979706835541	0.0145877830955494	0.00043813685736542876	0.0	0.0	0.00020232735923913806	0.0	0.0	0.00018831801667295992	0.00034977526256894264	0.0018457460285601051	7.477608623195423e-05	0.00038417047322004917	0.387128472885758	0.00017088012177084237	0.0	0.0009654112233591962	0.0	0.014011797041594751	0.0	0.023971782982171563	0.0	0.00025290958414307885
Slac_2	0.0	0.0	0.07898721940787198	0.0	0.003005115448373779	0.47264988517065587	0.012524240003498801	0.10434659964994966	0.0002133875946373327	0.0013070835008518582	0.4351745204787689	0.06435726210120933	0.0	0.0	0.007070347163418642	0.0	0.01885147764019976	0.0	0.0	0.0016135189882002371	0.402741144697455	0.37669537988428176	0.4782888913447712	0.0015576277803544792	0.0021767951077217057	0.028440546813159356	0.00032017955999024805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03600300731452834	0.11369629962377903	0.0147689351622666	0.024616045563678253	0.0322408186187958	0.013919319452451806	0.12351515358100229	0.03299577005812379	0.0021422609115967885	0.010162372396342973	0.004925433679139896	0.050431353872231396	0.006794339541321004	0.0	0.005110009512088846	0.40740461547712686	0.03510860097201515	0.11322948275495955	0.03664289525458812	0.02234476479672169	0.0	0.0	0.002058606437838035	0.006142193163267688	0.0036658181789591205	0.0	0.0	0.0020632915582345507	0.0004500006262596823	0.0	0.0008886374506192962	0.0	0.00020160252700361205	0.005671023033680566	0.03488981124537331	0.009280762540239882	0.01943538116307524	0.5242021204832314	0.010968834404035527
