	Aque_0	Aque_1	Aque_10	Aque_11	Aque_12	Aque_13	Aque_14	Aque_15	Aque_16	Aque_17	Aque_18	Aque_19	Aque_2	Aque_20	Aque_21	Aque_22	Aque_23	Aque_24	Aque_25	Aque_26	Aque_3	Aque_4	Aque_5	Aque_6	Aque_7	Aque_8	Aque_9	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_3	Slac_4	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9
Slac_2	0.0	0.0	0.05030240366467307	0.0	0.0009861933102186886	0.487322369270634	0.008958017990811775	0.09188486718958475	0.000986080099469514	0.0010209188784304733	0.41258404723440006	0.058362291737335	7.165028903651283e-05	0.002169941849195455	0.0017246029713925506	7.591432571511583e-05	0.041837720602754556	0.0	0.0	0.0	0.40408147354163004	0.26981123619757197	0.5587388256098295	0.0	0.0008133843757234463	0.02422033430427441	0.000882183374130378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_20	0.6456584240155298	0.69899027342021	0.0	0.03347981305573107	0.003219767188062065	0.0	0.0006918215507287007	0.0	0.0	0.0004943739288469755	0.0057631398061245885	0.0	0.83199570238635	0.0	0.0018154222745741684	0.0061352328179371685	0.0	0.09502768201309418	0.0004588517773651468	0.0	0.0	0.0	0.0	0.5292593078653187	0.003463324470395238	0.0	0.00012202089793177822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_21	0.3938313875886924	0.38094431802929263	0.0	0.7790986843508092	0.0	0.0	0.0	0.0	0.0	0.0002776085771391054	0.0	0.0	0.19156842535284163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022611563787050637	0.04730955674284691	0.0	0.004056407120177611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_22	0.11271761997392457	0.21415321884106317	0.002526444901779595	0.00034762108425715735	0.0	0.01738035014328533	0.0	0.0074911210469621485	0.0005766973253521905	0.0011193474629988343	0.0015342251277465015	0.0	0.17165395219020607	0.0038625619947705433	0.0	0.007490816607190425	0.001029549136842317	0.0	0.0	0.0	0.05236971893766558	0.0	0.0	0.06117348933721324	0.0037879991936777407	0.021891753549445878	0.006157995468946237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_23	0.1635942614806001	0.0646400499921868	0.0	0.008336237437591347	0.0024371218255827007	0.0	0.0048331047691507045	0.0	0.0	0.00016057744354645138	0.09298277894912214	0.0	0.08954068319817021	0.0	0.0007206873993513261	0.4166921450709933	0.0	0.00034955995059812256	8.891666359156898e-05	0.0	0.006422067620609567	0.00250744536584632	0.0	0.052753745204841704	0.03665685821302415	0.001331027737666831	0.009242145638250873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_24	0.0	0.0002114492435132456	0.0	0.0	0.20493466071730232	0.0	0.00046195574421863925	0.05075907792570714	0.24749135367853184	0.0	0.0428487175621753	0.004073112287970194	0.0	0.0	0.00023594462969594087	7.513609297270222e-05	0.0006149052714165602	0.0	0.0	0.0	0.0	0.0006117564568576626	0.002925407059471335	0.00037215978210327526	0.019571442433673137	0.040854691920974726	0.01011943937941295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_25	0.00485562627030098	0.2795522710192643	0.000667024064223547	0.03817131970084938	0.0025533123271301124	0.0	0.0	0.0	0.0005566199073117476	0.0	0.09872905245934405	0.0029867497775221854	0.014541080986663946	0.0	0.00015721933422303214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16716734152972873	0.020396896681917787	0.001412603560236808	0.005372835301547872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_26	0.005421028218099946	0.016098574242515096	0.0008441847642352227	0.013909327981035394	0.002363660664284509	0.0	0.0	0.0	0.0	0.0	0.0049187396982600575	0.0	0.006830390101090466	0.0	0.004053849601033095	0.004611151293604238	0.0024290851079935864	0.00042216672336416227	0.0009898596120394532	0.0	0.008524481609466018	0.005430698827280456	0.0	0.007002468398900401	0.010116242601684521	0.0	0.0041261812579064475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_27	0.00396418587076734	0.014498661067363878	0.0	0.004501189569869233	0.33000887086304254	0.0	0.0	0.0	0.0021705095831259977	0.0	0.004038845381263572	0.0010643985829093929	0.0017693717598137246	0.0	0.0007938093555220833	0.0	0.0	0.0	0.007193794630615737	0.0	0.0	0.0	0.0	0.0015149298174201842	0.010540734027575984	0.0	0.0003695228853247377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_28	0.00182612548648193	0.04359153303069138	0.00046281974764862503	0.000510966631964264	0.0002315534635040152	0.0	0.0	0.0	0.0	0.0002189758213644078	0.15745325035998708	0.0	0.01483331503106564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1351086687477234	0.0005103752764831333	0.00022092845430976205	0.000133781922013199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_3	0.19104240196424715	0.09718529368045778	0.0	0.0017272627025082508	0.02706502398741274	0.006100400078220166	0.8554371564317765	0.00042388125335867673	0.0021627255758325404	0.5216671903801227	0.0006280908966160659	0.0004523991300544574	0.29965003972046644	0.0	0.01710158015513897	0.0040358636586812265	0.05008699378835542	0.3945128212291781	0.0074533264635871874	0.06312971668271258	0.022386369476749848	0.08857054138868449	0.0	0.005095190824833409	0.1370792494202124	0.0	0.057608022037305875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_4	0.0	0.0	0.06686313570912868	0.0	0.06528078476025152	0.39913913518650385	0.019720043407902184	0.23576321213883616	0.018437245197790383	0.0027754393487720267	0.16464226514668384	0.11888172098872807	0.0	0.02817703282305794	0.00027316638612173954	0.0008593505978578293	0.008002536949835316	0.0	0.0003212389337910899	0.0018930634456885583	0.5773150820391784	0.1909304619159854	0.6680739985666178	0.0	0.03909731112886297	0.197252973408863	0.10114272400785966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_5	0.0	0.0	0.2207778987460581	0.0	0.0009549718075964973	0.6051667054609087	0.09335681636268875	0.0872378165954142	0.0015393593236561669	0.0014548645439431968	0.1684874368981757	0.059887115999522	0.0	0.031732868825724486	0.0	0.00039341487137104495	0.0338662985965744	0.0	0.0	0.0	0.5571702252577937	0.23656388427435843	0.745516108690964	0.0	0.00039823229801830707	0.08634604678454477	0.00019832168874216427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_6	0.00014128365096735264	0.0001707072226167989	0.0072283694234081	0.0	0.001980582678772997	0.20255103749549538	0.02375612791168754	0.041395609214885803	0.0035227352411621262	0.0012925066061246226	0.4325528337728918	0.03696835406480865	0.0014249216653735906	0.0	0.008442605278323018	0.0014975824300536922	0.01917970319640791	0.0	9.399825677641703e-05	0.006697494892695763	0.39409210424855223	0.2007668848335978	0.36829277508645	0.002211096759569653	0.0022445790780955812	0.014552724345689222	0.002397805759299243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_7	0.29997235018844837	0.08643265182635748	0.001128124795165199	0.009956713764528191	0.3900742822303522	0.008254092630270642	0.0	0.06634239341858109	0.01772241547653059	0.0021298963513450963	0.0	0.008751525884844392	0.41236961586772863	0.0	0.03846223902941732	0.0011232026912810676	0.06994513679564585	0.020851966894924155	0.011151496376703509	0.06934378778366937	0.00614403748299564	0.014289098418101383	0.0	0.02265802585941613	0.3500090150960542	0.18793990839518343	0.17500132536425048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_8	0.0469293306131961	0.020380070717994067	0.009869307817518972	0.00140047636172583	0.007280404427560448	0.01022126207684241	0.5543999780297719	0.0018340019581477448	0.0006435627461357832	0.5204221913801639	0.0	0.0017736529584786453	0.017936085045333887	0.0033640717661936543	0.011362767415107427	0.0009176804530750933	0.003986914033973699	0.0	0.0013067960607584933	0.0010940590756679728	0.1692875368461327	0.15021239641801745	0.0	0.00044612716161268606	0.042430959850145264	0.0	0.04374026273480648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_9	0.0008225585518186425	0.0	0.18465330994774137	0.0006550342059448093	0.020369614811071114	0.263391509159795	0.0011851384806319018	0.024043284716179145	0.0025104806438180573	0.012854448995760132	0.009824968422003132	0.009309833325868279	0.0	0.22682848417538146	0.0011224293752170743	0.0014829679208386958	0.041330881764479036	0.0	0.0004438564475176939	0.0009474169234210617	0.1242043129476095	0.101132101605239	0.7925249281477316	0.0	0.006743747717354508	0.14949503836345862	0.24065091218214169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
