	Aque_Archaeo_1	Aque_Archaeo_2	Aque_Aspcinzin	Aque_Bactericidal	Aque_Choano_to_pinaco	Aque_Choanocytes_1	Aque_Choanocytes_2	Aque_Collagen	Aque_Pinaco_1	Aque_Pinaco_2	Aque_Sperm	Aque_Unk_1	Aque_Unk_2	Slac_0	Slac_1	Slac_10	Slac_11	Slac_12	Slac_13	Slac_14	Slac_15	Slac_16	Slac_17	Slac_18	Slac_19	Slac_2	Slac_20	Slac_21	Slac_22	Slac_23	Slac_24	Slac_25	Slac_26	Slac_27	Slac_28	Slac_29	Slac_3	Slac_30	Slac_31	Slac_32	Slac_33	Slac_34	Slac_35	Slac_36	Slac_37	Slac_38	Slac_39	Slac_4	Slac_40	Slac_41	Slac_42	Slac_5	Slac_6	Slac_7	Slac_8	Slac_9
Slac_25	0.0002926618515379267	0.0001625465115257085	0.003962414295438995	0.0020102539146755667	0.014141403237264785	0.6136031811332868	0.8182986546043727	0.0	0.010526600295280058	0.00047552155055964363	0.0031821979161961037	0.0440571622778277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_26	0.45218772181342637	0.19290548877211067	0.08429467229070339	0.0003472752194211713	0.0	0.019418262108312764	0.004539544888559461	0.01958424806729568	0.0	0.008455665222339358	0.00011716961346134699	0.0059589592997676384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_27	0.30099563067476276	0.31033552489787664	0.0856638399502073	0.007230361110547682	0.00022841882135339023	0.009409072603870751	0.017643133449506777	0.010391916067551115	0.23584491075276953	0.1519376320414674	0.0009850403376729165	0.010286451774569948	0.0019568540780593364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_28	0.3918460421833382	0.28772091484441187	0.1381236783495821	0.0010478293888657065	0.0023389754095053295	0.012465122502486218	0.010880454981218084	0.02880388299505603	0.0023359593468025063	0.07998965941618259	0.001158903566560645	0.01299037045458155	0.0058970971862146865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_29	0.4444225359611493	0.2780158998057737	0.11498010692012021	0.0019194663194944295	0.0014110859785288223	0.014905535636325868	0.0080669942342463	0.023327170940476462	0.004507983563013925	0.01719818719587303	0.0	0.012924154227184187	0.0052121143731574055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_3	0.602091660629804	0.3858235455193949	0.19956266492208413	0.0018030967225441553	0.00030668708788799624	0.029548324901092986	0.012066093421014853	0.053785648814093326	0.0007326626400378766	0.12249812357494747	0.0012024300947622853	0.02002719768168605	0.01267730633474475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_30	0.018919987949526637	0.047207122707916084	0.010187879572190741	0.0028411658409678462	0.002131677979772635	0.13143470627568238	0.37903831847096614	8.426155927093909e-05	0.0052108943304425195	0.0005452908881484563	0.001346870326759038	0.0016197444454813515	0.0003711231434673421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_31	0.03251669588450186	0.021356679216683352	0.08405984481503621	0.40622376267617744	0.01554444253325068	0.18598300607221246	0.14691542012377914	0.00043328194285877054	0.05841035299843028	0.004959508632674984	0.012966463282141249	0.06317615223066778	0.0008854728299674406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_32	0.002207064821096238	0.0019928349649258716	0.05577729718931553	0.0012701180220970512	0.4935571548647104	0.06029546545275164	0.27401189810747495	0.0	0.367967947582104	0.0053248573984798	0.0	0.0015557179076413344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_33	0.461753444412255	0.2923513780060271	0.10818117874720326	0.0005488029985186724	0.0014859207682200552	0.015796622792999496	0.007387256613809607	0.030520069113287862	0.009792502159798936	0.011393641196380195	0.0009369553834453019	0.019697320557059216	0.003924823125296255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_34	0.14402078306681776	0.11484228030601287	0.06683606091958869	0.0003349652284649323	0.001157608597742766	0.01605467993831901	0.010148575343707769	0.00620686198948107	0.008271232400862106	0.011542166705517606	0.0065775333235981335	0.007601343946681193	0.0011599362440408312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_35	0.00416049191885403	0.010540344558535007	0.04522823807192945	0.00016475495192956157	0.020839611364570104	0.03793982702636528	0.06019384952812636	0.0013273392739849537	0.10517454753977815	0.37031087428154963	0.02166224309582047	0.1344158629889755	0.006844108145612611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_36	0.04953256108379429	0.028143991853141863	0.003951068335369233	0.002288110049001695	0.020534694445809	0.016647010117768524	0.029619960644032807	0.002746198420449688	0.009842847458976626	0.003714501451983934	0.0	0.0006431375380115991	0.003966970715389897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_37	0.047907046653859156	0.04458253497435319	0.03403628389290024	0.031237566508924654	0.06090769419302616	0.02832064132500873	0.07462885775527181	0.0	0.05931348009787087	0.00465809135870117	0.011103481580005362	0.04605823220030852	0.0006642195710301051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_38	0.04624587810801416	0.0940553486621992	0.07269022596045752	0.001641767828917611	0.0036783756133330256	0.062235918498259254	0.05110792759446027	0.007736271553546306	0.005926688137849509	0.0038919525991570323	0.008835815372351091	0.015594703755446563	0.0024435540216674145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_39	0.18856959070781237	0.14159707270809269	0.03755144846859129	0.0003215345448222134	0.00033700229918542533	0.004565530376765684	0.0022057115983485183	0.002480888277104609	0.0008106439043213967	0.0021095202055948182	0.0	0.00411171743780414	0.001342637938397233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_4	0.03066799368436387	0.030605651807504318	0.3505621431897349	0.0034173715536784436	0.0011716438194002243	0.24145650062228258	0.3779925936090076	0.011571633210295373	0.02722362107243436	0.01831441630947176	0.4651193913859655	0.834407364220626	0.018836009633385862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_40	0.0036660391341924955	0.0005918620297150456	0.06793343806828457	0.00032415893609416617	0.12796721253056664	0.07152629866522954	0.15088980191495388	0.0	0.0685671162286782	0.00022681181190082732	0.0005212278832985987	0.002432395708386332	0.0009203582356346401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_41	0.0025236176365392455	0.0	0.14558353208238878	0.0	0.0058192152652502774	0.1551927667987661	0.05644250340972734	0.0	0.0025462774918822866	0.0005128128401889476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_42	0.1896870122544323	0.1813829527676019	0.03604716492955433	0.0	0.0	0.007987693711868308	0.0	0.0	0.0005667095489914957	0.009795620642976097	0.0	0.0023395075329991515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_5	0.7398497545662873	0.4360502507019426	0.0994917662207193	0.002909018069777062	0.0002975874249824545	0.024990323185466644	0.004877060464821496	0.059862117919622634	0.007759332696434548	0.13197798884630949	0.0	0.022408868393941773	0.0014781454602319347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_6	0.6651424093569622	0.5292034549543093	0.24424012052737512	0.008598468280927255	0.006940911209462946	0.05181293779212579	0.030133513792114142	0.22838206081205442	0.049095562866430444	0.07593642741204931	0.005868114430728186	0.05801639699189479	0.010594617940776806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_7	0.1154779086680554	0.32961725939915076	0.43639444310695996	0.0006121884170658319	0.010184517390622963	0.14085493846499686	0.13696882192743987	0.035627031724549854	0.13391715132340928	0.023862747964364772	0.44662778730868746	0.7040611390484686	0.02104730687152124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_8	0.0467245480214355	0.06352348946258754	0.3578132355147419	0.010821100582757249	0.4212898038860497	0.3660362913575205	0.478220499299659	0.008985916775370008	0.6337312071467156	0.09114880775910314	0.012339873066666033	0.09815024085277217	0.012823710664081936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slac_9	0.011578414840886765	0.0006327105559776991	0.22872024732079463	0.0071502130712949264	0.607645133736636	0.38734740739031615	0.6307016170104305	8.760877683355251e-05	0.5709773590077551	0.027533525803468593	0.0016396574982711146	0.020930956495409193	0.005859789608537775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
