Aque_Archaeo_1;Scil_0	Aque_Archaeo_1;Scil_0_pval1	Aque_Archaeo_1;Scil_0_pval2	Aque_Archaeo_1;Scil_10	Aque_Archaeo_1;Scil_10_pval1	Aque_Archaeo_1;Scil_10_pval2	Aque_Archaeo_1;Scil_2	Aque_Archaeo_1;Scil_2_pval1	Aque_Archaeo_1;Scil_2_pval2	Aque_Archaeo_1;Scil_3	Aque_Archaeo_1;Scil_3_pval1	Aque_Archaeo_1;Scil_3_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Archaeo_1;Scil_4	Aque_Archaeo_1;Scil_4_pval1	Aque_Archaeo_1;Scil_4_pval2	Aque_Archaeo_1;Scil_5	Aque_Archaeo_1;Scil_5_pval1	Aque_Archaeo_1;Scil_5_pval2	Aque_Archaeo_1;Scil_8	Aque_Archaeo_1;Scil_8_pval1	Aque_Archaeo_1;Scil_8_pval2	Aque_Archaeo_1;Scil_9	Aque_Archaeo_1;Scil_9_pval1	Aque_Archaeo_1;Scil_9_pval2	Aque_Choano_to_pinaco;Scil_15	Aque_Choano_to_pinaco;Scil_15_pval1	Aque_Choano_to_pinaco;Scil_15_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_0	Aque_Choanocytes_2;Scil_0_pval1	Aque_Choanocytes_2;Scil_0_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Choanocytes_2;Scil_11	Aque_Choanocytes_2;Scil_11_pval1	Aque_Choanocytes_2;Scil_11_pval2	Aque_Choanocytes_2;Scil_13	Aque_Choanocytes_2;Scil_13_pval1	Aque_Choanocytes_2;Scil_13_pval2	Aque_Choanocytes_2;Scil_16	Aque_Choanocytes_2;Scil_16_pval1	Aque_Choanocytes_2;Scil_16_pval2	Aque_Choanocytes_2;Scil_2	Aque_Choanocytes_2;Scil_2_pval1	Aque_Choanocytes_2;Scil_2_pval2	Aque_Choanocytes_2;Scil_20	Aque_Choanocytes_2;Scil_20_pval1	Aque_Choanocytes_2;Scil_20_pval2	Aque_Choanocytes_2;Scil_3	Aque_Choanocytes_2;Scil_3_pval1	Aque_Choanocytes_2;Scil_3_pval2	Aque_Choanocytes_2;Scil_6	Aque_Choanocytes_2;Scil_6_pval1	Aque_Choanocytes_2;Scil_6_pval2	Aque_Choanocytes_2;Scil_7	Aque_Choanocytes_2;Scil_7_pval1	Aque_Choanocytes_2;Scil_7_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2
Aque_Aqu2.1.23379-001;Scil_g11542	5.755589128320401e-26	3.3880829309015886e-09	Aque_Aqu2.1.28647-001;Scil_g9720	1.7976193812861958e-143	6.137569233927377e-16	Aque_Aqu2.1.33693-001;Scil_g3594	2.272650030560976e-17	0.0012435836311851885				Aque_Aqu2.1.09762-001;Scil_g3084	2.728546897831895e-124	3.243320324773127e-24	Aque_Aqu2.1.15787-001;Scil_g8438	7.592400004336438e-49	3.3000588504902226e-27	Aque_Aqu2.1.23379-001;Scil_g11542	5.755589128320401e-26	3.8677566988318815e-89	Aque_Aqu2.1.42554-001;Scil_g7027	1.8699626977627877e-30	1.5807883100323112e-17	Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	3.309555973941859e-08	Aque_Aqu2.1.21078-001;Scil_g119	1.2081164684569569e-05	8.183093804898087e-34	Aque_Aqu2.1.31965-001;Scil_g8416	5.978261534384289e-50	2.19091511370846e-58				Aque_Aqu2.1.37297-001;Scil_g11399	0.0038503850914560953	2.894138951045003e-212										Aque_Aqu2.1.31388-001;Scil_g6478	0.009425638668166618	2.0713961228819185e-07													Aque_Aqu2.1.39671-001;Scil_g1581	5.6277730716785066e-24	3.690890937832459e-10	Aque_Aqu2.1.39671-001;Scil_g1581	5.6277730716785066e-24	3.9616243298317514e-63	Aque_Aqu2.1.40413-001;Scil_g7126	1.0846582125047793e-30	3.229961612740437e-165
Aque_Aqu2.1.15787-001;Scil_g8438	7.592400004336438e-49	1.482202537003268e-12	Aque_Aqu2.1.30395-001;Scil_g3084	6.234964103978512e-06	0.0015932217832790715	Aque_Aqu2.1.22535-001;Scil_g7553	7.166399470023436e-67	2.1075774114314473e-16				Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	8.43118350918693e-31	Aque_Aqu2.1.27559-001;Scil_g13584	3.744327577318277e-75	1.0189556894392329e-25	Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	2.4001510602405676e-73	Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	2.909172164830507e-10	Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	0.0074227933324055384	Aque_Aqu2.1.30867-001;Scil_g5780	8.811394793769746e-08	4.438340479347271e-14	Aque_Aqu2.1.37297-001;Scil_g11399	1.461101636464387e-07	2.894138951045003e-212				Aque_Aqu2.1.04817-001;Scil_g1572	2.5806510890960834e-15	1.2927991012931955e-28																									Aque_Aqu2.1.42703-001;Scil_g307	1.4754696956545303e-15	5.240464452601041e-35	Aque_Aqu2.1.44221-001;Scil_g10508	5.994069235373014e-92	1.172101711968211e-118	Aque_Aqu2.1.39905-001;Scil_g2366	3.4174332022971364e-10	1.7299228423533633e-176
Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	8.67769501557812e-118	Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	5.672028373892852e-07	Aque_Aqu2.1.23414-001;Scil_g10318	3.5770669737469e-05	9.273405062181472e-07				Aque_Aqu2.1.43309-001;Scil_g2223	1.4807065078763136e-142	2.608332291432828e-29	Aque_Aqu2.1.43341-001;Scil_g4752	5.594181239016693e-111	1.181668131650734e-32	Aque_Aqu2.1.33925-001;Scil_g8322	4.33182089821621e-115	5.123580890032053e-73	Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	1.2096124156419075e-15	Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	0.00841059917050751	Aque_Aqu2.1.41331-001;Scil_g480	0.0009888667913006417	0.007645490721541615	Aque_Aqu2.1.04817-001;Scil_g1572	0.0008862807273552347	1.2927991012931955e-28																															Aque_Aqu2.1.21078-001;Scil_g119	5.590581436452151e-38	8.183093804898087e-34	Aque_Aqu2.1.38146-001;Scil_g10508	6.387586082111135e-11	1.172101711968211e-118	Aque_Aqu2.1.43551-001;Scil_g6719	1.766587923083886e-08	4.667795661516825e-163
Aque_Aqu2.1.38191-001;Scil_g1960	5.740348681209968e-44	0.0007104193877687919	Aque_Aqu2.1.38191-001;Scil_g1960	5.740348681209968e-44	0.00042476366221591203	Aque_Aqu2.1.31388-001;Scil_g6171	0.0006755546556821743	0.0001969678383639993				Aque_Aqu2.1.37818-001;Scil_g5248	1.1042169105070999e-65	6.945787077049318e-31	Aque_Aqu2.1.34429-001;Scil_g1131	7.854915848010625e-74	2.324348127723197e-37	Aque_Aqu2.1.18283-001;Scil_g8502	8.281858889981098e-97	6.285446890746963e-69	Aque_Aqu2.1.33925-001;Scil_g8322	4.33182089821621e-115	2.3608033328001996e-09	Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	0.006805172847172677	Aque_Aqu2.1.34140-001;Scil_g5780	1.662739836406084e-09	4.438340479347271e-14																																		Aque_Aqu2.1.28489-001;Scil_g4190	1.2639077541595553e-28	2.899251819478398e-05	Aque_Aqu2.1.40044-001;Scil_g552	2.8322222814374473e-28	2.962245414170761e-82	Aque_Aqu2.1.21015-001;Scil_g12721	1.2898436236055814e-74	9.348156071914599e-158
Aque_Aqu2.1.44138-001;Scil_g7102	8.430793710552281e-94	1.0148093577067543e-05	Aque_Aqu2.1.33925-001;Scil_g8322	4.33182089821621e-115	0.00014773262290603944	Aque_Aqu2.1.31388-001;Scil_g5475	0.0006755546556821743	1.5012911483680183e-08				Aque_Aqu2.1.44138-001;Scil_g7102	8.430793710552281e-94	4.651753624006918e-30	Aque_Aqu2.1.18283-001;Scil_g8502	8.281858889981098e-97	6.826417300204483e-22	Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	3.829968426034676e-75	Aque_Aqu2.1.25682-001;Scil_g12596	1.2153315557323154e-117	2.0362937777414225e-21	Aque_Aqu2.1.31383-001;Scil_g6171	9.523828346058124e-51	0.0012044811407773768	Aque_Aqu2.1.29497-001;Scil_g8135	0.009540321936991298	6.9932110111897075e-112																																		Aque_Aqu2.1.37426-001;Scil_g307	0.006785239769564729	5.240464452601041e-35	Aque_Aqu2.1.24884-001;Scil_g5407	2.088362072783549e-50	2.7298323162782964e-40	Aque_Aqu2.1.40997-001;Scil_g8299	1.1246864081167407e-15	1.469427077049009e-12
Aque_Aqu2.1.30395-001;Scil_g3084	6.234964103978512e-06	8.613399630843172e-08	Aque_Aqu2.1.44138-001;Scil_g7102	8.430793710552281e-94	0.004028317548400838	Aque_Aqu2.1.40808-001;Scil_g272	9.744230663720027e-132	5.536658986676173e-17				Aque_Aqu2.1.15787-001;Scil_g8438	7.592400004336438e-49	2.0007253157515325e-26	Aque_Aqu2.1.44118-001;Scil_g12540	1.4817066870190888e-117	2.610646052282262e-23	Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	3.1083459192893426e-80	Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	7.633575180359256e-15	Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	0.0013854718124747874	Aque_Aqu2.1.01979-001;Scil_g9833	0.007012591066954428	2.8314472469919925e-05																																		Aque_Aqu2.1.21015-001;Scil_g12721	4.488784099627258e-96	9.348156071914599e-158	Aque_Aqu2.1.24884-001;Scil_g297	2.088362072783549e-50	4.2380793147424527e-17	Aque_Aqu2.1.21015-001;Scil_g7598	1.2898436236055814e-74	4.5429894096136425e-47
Aque_Aqu2.1.33925-001;Scil_g8322	4.33182089821621e-115	8.873586631028495e-07	Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	4.575061119744404e-06	Aque_Aqu2.1.27307-001;Scil_g7553	5.4316044416240484e-21	2.1075774114314473e-16				Aque_Aqu2.1.33925-001;Scil_g8322	4.33182089821621e-115	3.7275967652203305e-32	Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	3.022557317504227e-65	Aque_Aqu2.1.38354-001;Scil_g2690	1.1143806868995651e-101	3.0566631888684267e-85	Aque_Aqu2.1.26684-001;Scil_g9100	5.16651150424784e-114	4.5460056120501133e-64	Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	0.0083096944466759																																					Aque_Aqu2.1.40413-001;Scil_g7126	4.5608643156530816e-45	3.229961612740437e-165	Aque_Aqu2.1.43989-001;Scil_g7247	4.110904363096128e-06	1.0299157039374261e-43	Aque_Aqu2.1.39774-001;Scil_g6241	0.0019888630209188496	5.020432700134245e-47
Aque_Aqu2.1.43341-001;Scil_g4752	5.594181239016693e-111	9.582896611247217e-16	Aque_Aqu2.1.27559-001;Scil_g13584	3.744327577318277e-75	0.00011375793423539497	Aque_Aqu2.1.24376-001;Scil_g1742	3.214491794611835e-10	0.005393802207780202				Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	1.317978231665591e-32	Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	1.2251538909253376e-19	Aque_Aqu2.1.15787-001;Scil_g8438	7.592400004336438e-49	9.070271730461371e-61	Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	2.3052423958412966e-22	Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	0.0035069053847588943																																					Aque_Aqu2.1.08677-001;Scil_g12359	7.208488648075431e-16	1.9269850757515327e-15	Aque_Aqu2.1.43987-001;Scil_g7247	3.283156008267793e-06	1.0299157039374261e-43	Aque_Aqu2.1.33928-001;Scil_g119	1.7070164772059762e-09	8.183093804898087e-34
Aque_Aqu2.1.27559-001;Scil_g13584	3.744327577318277e-75	1.7273177650110448e-06	Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	0.00012084889939314865	Aque_Aqu2.1.33693-001;Scil_g7247	2.272650030560976e-17	6.567192429264145e-13				Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	3.461138050828157e-32	Aque_Aqu2.1.25682-001;Scil_g12596	1.2153315557323154e-117	2.6816152083312404e-25	Aque_Aqu2.1.27559-001;Scil_g13584	3.744327577318277e-75	8.830297466815829e-86	Aque_Aqu2.1.38354-001;Scil_g2690	1.1143806868995651e-101	2.8408259251504557e-10	Aque_Aqu2.1.24376-001;Scil_g1742	3.214491794611835e-10	1.5548599677586515e-14																																					Aque_Aqu2.1.39774-001;Scil_g6241	4.144077243426737e-05	5.020432700134245e-47	Aque_Aqu2.1.21078-001;Scil_g119	5.590581436452151e-38	8.483531066992057e-68	Aque_Aqu2.1.41049-001;Scil_g13539	3.1349616642062083e-119	9.049282398468563e-116
Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	9.107162206902228e-06	Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	1.395448887392109e-05	Aque_Aqu2.1.43995-001;Scil_g3594	0.0011706263356069905	0.0012435836311851885				Aque_Aqu2.1.40739-001;Scil_g2647	1.6754096759265384e-122	2.9388523517484767e-27	Aque_Aqu2.1.34429-001;Scil_g10557	7.854915848010625e-74	9.099962988648261e-33	Aque_Aqu2.1.44138-001;Scil_g7102	8.430793710552281e-94	9.397369712138223e-81	Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	6.394302271345599e-14	Aque_Aqu2.1.23412-001;Scil_g10318	1.0708553104955673e-10	0.0035069053847588943																																					Aque_Aqu2.1.39740-001;Scil_g5976	4.782629770823607e-08	8.416891860372864e-07	Aque_Aqu2.1.41012-001;Scil_g10508	0.00027018571509218245	1.172101711968211e-118	Aque_Aqu2.1.41049-001;Scil_g130	3.1349616642062083e-119	6.028113154288905e-97
Aque_Aqu2.1.44118-001;Scil_g12540	1.4817066870190888e-117	4.248522115768835e-13	Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	5.4750347445063384e-05	Aque_Aqu2.1.41621-001;Scil_g10236	1.7335877317951547e-90	1.5668309604931468e-05				Aque_Aqu2.1.18283-001;Scil_g8502	8.281858889981098e-97	1.1482600547361892e-30	Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	1.569646804739529e-25	Aque_Aqu2.1.37818-001;Scil_g5248	1.1042169105070999e-65	4.345424569978321e-87	Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	3.8394228733058374e-12	Aque_Aqu2.1.22535-001;Scil_g7553	7.166399470023436e-67	1.3737629032164896e-08																																					Aque_Aqu2.1.24884-001;Scil_g5407	2.088362072783549e-50	3.021409703719255e-10	Aque_Aqu2.1.39919-001;Scil_g2615	2.486254135103664e-07	1.973424452152695e-87	Aque_Aqu2.1.44280-001;Scil_g11800	5.0051213357440856e-27	4.294439928570776e-56
Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	1.3844453011819185e-09	Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	4.306305207087842e-10	Aque_Aqu2.1.43985-001;Scil_g3594	5.989059835682736e-35	0.0012435836311851885				Aque_Aqu2.1.43341-001;Scil_g4752	5.594181239016693e-111	4.8644742181977365e-28	Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	3.618313525048105e-22	Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	1.4648544704681704e-72	Aque_Aqu2.1.24541-001;Scil_g5248	2.344168441479099e-143	1.2679982680699118e-32	Aque_Aqu2.1.33693-001;Scil_g3594	2.272650030560976e-17	3.6199120186658103e-07																																					Aque_Aqu2.1.39919-001;Scil_g2615	2.486254135103664e-07	2.131626370260261e-24	Aque_Aqu2.1.28510-001;Scil_g1202	5.959189221181413e-33	2.137944644674663e-87	Aque_Aqu2.1.41621-001;Scil_g12515	3.759877614692764e-06	1.9388060911648285e-155
Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	0.0010532049486188582	Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	1.1315464773577559e-16	Aque_Aqu2.1.43995-001;Scil_g7247	0.0011706263356069905	6.567192429264145e-13				Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	1.1482600547361892e-30	Aque_Aqu2.1.38354-001;Scil_g2690	1.1143806868995651e-101	1.0600290631026377e-22	Aque_Aqu2.1.34429-001;Scil_g10557	7.854915848010625e-74	9.079271581830076e-59	Aque_Aqu2.1.27559-001;Scil_g13584	3.744327577318277e-75	6.073181293138957e-14	Aque_Aqu2.1.37082-001;Scil_g9294	2.1405282321111328e-32	0.00039430439003192673																																					Aque_Aqu2.1.21015-001;Scil_g7598	4.488784099627258e-96	4.5429894096136425e-47	Aque_Aqu2.1.22423-001;Scil_g4454	0.003331405344316412	1.1103886230729967e-11	Aque_Aqu2.1.43674-001;Scil_g5780	4.400615814884635e-07	4.438340479347271e-14
Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	0.0007104193877687919	Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	5.254428441302325e-05	Aque_Aqu2.1.22535-001;Scil_g12359	7.166399470023436e-67	2.144445648866892e-09				Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	4.195846293458743e-28	Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	5.025262881940858e-26	Aque_Aqu2.1.38191-001;Scil_g1960	5.740348681209968e-44	2.9246517722970066e-84	Aque_Aqu2.1.34429-001;Scil_g10557	7.854915848010625e-74	4.662754350747435e-22	Aque_Aqu2.1.31388-001;Scil_g5475	0.0006755546556821743	9.733826605182648e-13																																					Aque_Aqu2.1.08677-001;Scil_g130	7.208488648075431e-16	6.028113154288905e-97	Aque_Aqu2.1.42203-001;Scil_g4454	0.00045457418849529025	1.1103886230729967e-11	Aque_Aqu2.1.29076-001;Scil_g119	3.633124956792878e-18	8.183093804898087e-34
Aque_Aqu2.1.38354-001;Scil_g2690	1.1143806868995651e-101	0.0017266903651612794	Aque_Aqu2.1.18283-001;Scil_g8502	8.281858889981098e-97	5.469440974067932e-06	Aque_Aqu2.1.43985-001;Scil_g7247	5.989059835682736e-35	6.567192429264145e-13				Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	1.2547793376441356e-32	Aque_Aqu2.1.38191-001;Scil_g1960	5.740348681209968e-44	1.1896021272034631e-19	Aque_Aqu2.1.24541-001;Scil_g5248	2.344168441479099e-143	4.345424569978321e-87	Aque_Aqu2.1.43309-001;Scil_g2223	1.4807065078763136e-142	6.216989607853477e-09	Aque_Aqu2.1.36280-001;Scil_g3164	3.288773730928107e-103	0.004251619687423816																																					Aque_Aqu2.1.40044-001;Scil_g552	2.8322222814374473e-28	3.2317786450872298e-09	Aque_Aqu2.1.37486-001;Scil_g4454	5.791765336917085e-10	1.1103886230729967e-11	Aque_Aqu2.1.31551-001;Scil_g5780	5.480233371944621e-11	4.438340479347271e-14
Aque_Aqu2.1.43309-001;Scil_g2223	1.4807065078763136e-142	0.00475699505779813	Aque_Aqu2.1.12657-001;Scil_g9127	2.9043498226616313e-98	0.00040417929364072773	Aque_Aqu2.1.41892-001;Scil_g13524	8.326661223111995e-07	7.148681397065469e-09				Aque_Aqu2.1.37079-001;Scil_g9293	6.987535709667499e-114	1.9689172488968712e-29	Aque_Aqu2.1.42554-001;Scil_g7027	1.8699626977627877e-30	2.678256897699413e-07	Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	2.2895188199208253e-60	Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	9.216859774033707e-10	Aque_Aqu2.1.27307-001;Scil_g7553	5.4316044416240484e-21	1.3737629032164896e-08																																					Aque_Aqu2.1.33928-001;Scil_g119	8.346851545633894e-09	8.183093804898087e-34	Aque_Aqu2.1.29076-001;Scil_g119	8.254780582515275e-21	8.483531066992057e-68	Aque_Aqu2.1.29497-001;Scil_g8135	1.2112662309644303e-77	6.9932110111897075e-112
Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	1.770538732218707e-08	Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	0.0001630156474362856	Aque_Aqu2.1.20356-001;Scil_g3529	6.823879787147695e-08	2.093688421356121e-06				Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	4.705000651757418e-29	Aque_Aqu2.1.24541-001;Scil_g5248	2.344168441479099e-143	4.1374492819070456e-42	Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	1.0194968753723972e-60	Aque_Aqu2.1.44138-001;Scil_g7102	8.430793710552281e-94	4.783630652335782e-12	Aque_Aqu2.1.29496-001;Scil_g3180	1.2768054689113486e-36	0.0068237415641267205																																					Aque_Aqu2.1.08677-001;Scil_g13539	7.208488648075431e-16	9.049282398468563e-116	Aque_Aqu2.1.29077-001;Scil_g119	1.3133214504172145e-07	8.483531066992057e-68	Aque_Aqu2.1.24884-001;Scil_g5407	1.3533160291778027e-08	3.021409703719255e-10
Aque_Aqu2.1.25682-001;Scil_g12596	1.2153315557323154e-117	1.1242994341967465e-07	Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	1.2031245930314625e-06	Aque_Aqu2.1.21070-001;Scil_g11267	3.312065753504341e-07	1.1341174139769212e-10				Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	3.4330489231634714e-27	Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	1.1896021272034631e-19	Aque_Aqu2.1.44118-001;Scil_g12540	1.4817066870190888e-117	1.882206204865044e-69	Aque_Aqu2.1.38191-001;Scil_g1960	5.740348681209968e-44	9.938346147083772e-14	Aque_Aqu2.1.36105-001;Scil_g6454	8.927728054109878e-36	1.778726365220206e-07																																					Aque_Aqu2.1.31064-001;Scil_g11800	0.00019272678791150202	4.294439928570776e-56	Aque_Aqu2.1.39774-001;Scil_g6241	4.144077243426737e-05	4.013876324151638e-60	Aque_Aqu2.1.40044-001;Scil_g552	2.9840605065936037e-06	3.2317786450872298e-09
Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	3.267211057540293e-17	Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	0.0010565579073081835	Aque_Aqu2.1.40997-001;Scil_g8299	2.3806102975701186e-10	0.008618618800409443				Aque_Aqu2.1.38354-001;Scil_g2690	1.1143806868995651e-101	2.6163407344790857e-30	Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	3.3557377367950697e-28	Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	1.1063005991738399e-72	Aque_Aqu2.1.43341-001;Scil_g4752	5.594181239016693e-111	1.6467605959324167e-18	Aque_Aqu2.1.43382-001;Scil_g12220	1.0768824237806037e-94	0.0009659005016648402																																					Aque_Aqu2.1.44280-001;Scil_g11800	1.013546532817293e-30	4.294439928570776e-56	Aque_Aqu2.1.42204-001;Scil_g4454	1.4452367274558129e-06	1.1103886230729967e-11	Aque_Aqu2.1.20342-001;Scil_g6013	6.019578265264503e-43	5.349844587091893e-06
Aque_Aqu2.1.41892-001;Scil_g7730	8.326661223111995e-07	1.5799935728484158e-135	Aque_Aqu2.1.15787-001;Scil_g8438	7.592400004336438e-49	0.00010719752979213449	Aque_Aqu2.1.24541-001;Scil_g8569	2.344168441479099e-143	0.002318487703504653				Aque_Aqu2.1.32585-001;Scil_g3331	3.4239698025737356e-115	2.965484125253934e-27	Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	1.4640053109577592e-27	Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	3.149403095929297e-103	Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	7.0699733600357465e-34	Aque_Aqu2.1.40808-001;Scil_g272	9.744230663720027e-132	6.109596287158863e-08																																					Aque_Aqu2.1.29076-001;Scil_g119	8.254780582515275e-21	8.183093804898087e-34	Aque_Aqu2.1.29081-001;Scil_g119	7.183480367196946e-22	8.483531066992057e-68	Aque_Aqu2.1.34344-001;Scil_g119	2.149882173753952e-14	8.183093804898087e-34
Aque_Aqu2.1.37818-001;Scil_g5248	1.1042169105070999e-65	8.405721108634551e-46	Aque_Aqu2.1.42789-001;Scil_g6184	5.664896642085612e-163	9.705668444366824e-30	Aque_Aqu2.1.29526-001;Scil_g6102	4.1378039240497674e-50	7.373943173121945e-05				Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	1.4676283807936775e-33	Aque_Aqu2.1.30395-001;Scil_g3084	6.234964103978512e-06	8.488743128598577e-22	Aque_Aqu2.1.30395-001;Scil_g3084	6.234964103978512e-06	2.1164977796425206e-71	Aque_Aqu2.1.30395-001;Scil_g3084	6.234964103978512e-06	1.6680726027748166e-14	Aque_Aqu2.1.31388-001;Scil_g6171	0.0006755546556821743	0.0012044811407773768																																					Aque_Aqu2.1.34344-001;Scil_g119	8.471951911253183e-28	8.183093804898087e-34	Aque_Aqu2.1.34343-001;Scil_g119	1.192967813648859e-24	8.483531066992057e-68	Aque_Aqu2.1.43276-001;Scil_g9048	1.2417305666889384e-72	0.0006806523861305761
Aque_Aqu2.1.12657-001;Scil_g9127	2.9043498226616313e-98	4.969314305993928e-07	Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	4.0838048259716775e-11	Aque_Aqu2.1.37818-001;Scil_g8569	1.1042169105070999e-65	0.002318487703504653				Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	1.0078988750317435e-28	Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	1.0189556894392329e-25	Aque_Aqu2.1.12657-001;Scil_g9127	2.9043498226616313e-98	9.909821004720199e-64	Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	1.4101587976561175e-16	Aque_Aqu2.1.33693-001;Scil_g7247	2.272650030560976e-17	1.835919467419676e-06																																					Aque_Aqu2.1.29081-001;Scil_g119	7.183480367196946e-22	8.183093804898087e-34	Aque_Aqu2.1.38560-001;Scil_g10147	1.0497286366750963e-20	2.0455780024077852e-97	Aque_Aqu2.1.29077-001;Scil_g119	0.004321048201029846	8.183093804898087e-34
