Aque_Archaeo_1;Scil_0	Aque_Archaeo_1;Scil_0_pval1	Aque_Archaeo_1;Scil_0_pval2	Aque_Archaeo_1;Scil_10	Aque_Archaeo_1;Scil_10_pval1	Aque_Archaeo_1;Scil_10_pval2	Aque_Archaeo_1;Scil_2	Aque_Archaeo_1;Scil_2_pval1	Aque_Archaeo_1;Scil_2_pval2	Aque_Archaeo_1;Scil_3	Aque_Archaeo_1;Scil_3_pval1	Aque_Archaeo_1;Scil_3_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Archaeo_1;Scil_4	Aque_Archaeo_1;Scil_4_pval1	Aque_Archaeo_1;Scil_4_pval2	Aque_Archaeo_1;Scil_5	Aque_Archaeo_1;Scil_5_pval1	Aque_Archaeo_1;Scil_5_pval2	Aque_Archaeo_1;Scil_8	Aque_Archaeo_1;Scil_8_pval1	Aque_Archaeo_1;Scil_8_pval2	Aque_Archaeo_1;Scil_9	Aque_Archaeo_1;Scil_9_pval1	Aque_Archaeo_1;Scil_9_pval2	Aque_Choano_to_pinaco;Scil_15	Aque_Choano_to_pinaco;Scil_15_pval1	Aque_Choano_to_pinaco;Scil_15_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_0	Aque_Choanocytes_2;Scil_0_pval1	Aque_Choanocytes_2;Scil_0_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Choanocytes_2;Scil_11	Aque_Choanocytes_2;Scil_11_pval1	Aque_Choanocytes_2;Scil_11_pval2	Aque_Choanocytes_2;Scil_13	Aque_Choanocytes_2;Scil_13_pval1	Aque_Choanocytes_2;Scil_13_pval2	Aque_Choanocytes_2;Scil_16	Aque_Choanocytes_2;Scil_16_pval1	Aque_Choanocytes_2;Scil_16_pval2	Aque_Choanocytes_2;Scil_2	Aque_Choanocytes_2;Scil_2_pval1	Aque_Choanocytes_2;Scil_2_pval2	Aque_Choanocytes_2;Scil_20	Aque_Choanocytes_2;Scil_20_pval1	Aque_Choanocytes_2;Scil_20_pval2	Aque_Choanocytes_2;Scil_3	Aque_Choanocytes_2;Scil_3_pval1	Aque_Choanocytes_2;Scil_3_pval2	Aque_Choanocytes_2;Scil_6	Aque_Choanocytes_2;Scil_6_pval1	Aque_Choanocytes_2;Scil_6_pval2	Aque_Choanocytes_2;Scil_7	Aque_Choanocytes_2;Scil_7_pval1	Aque_Choanocytes_2;Scil_7_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2
Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	5.0473100795997714e-11	Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	8.212857265746832e-07	Aque_Aqu2.1.27307-001;Scil_g12359	5.4316044416240484e-21	2.144445648866892e-09				Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	4.6370158205746026e-33	Aque_Aqu2.1.26684-001;Scil_g9100	5.16651150424784e-114	9.381175816560873e-82	Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	2.538977004733728e-80	Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	4.7010770451932086e-21	Aque_Aqu2.1.42622-001;Scil_g6134	3.3255266621818837e-110	9.044867898856546e-06																																					Aque_Aqu2.1.23371-001;Scil_g9815	2.814354895128478e-35	1.2687676408392314e-05	Aque_Aqu2.1.34140-001;Scil_g5780	1.0121820050408576e-29	9.523472070261023e-52	Aque_Aqu2.1.23371-001;Scil_g9815	8.590115473506136e-09	1.2687676408392314e-05
Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	3.304486623886278e-08	Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	0.0005586320044965266	Aque_Aqu2.1.42605-001;Scil_g6760	9.509180868415106e-59	0.0003968510940255742				Aque_Aqu2.1.40908-001;Scil_g10622	4.597924904219899e-109	3.5743978695368e-30	Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	3.2233197243884162e-27	Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	1.0065906908588268e-64	Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	1.0206107096113408e-16	Aque_Aqu2.1.43985-001;Scil_g3594	5.989059835682736e-35	3.6199120186658103e-07																																					Aque_Aqu2.1.41482-001;Scil_g5780	2.257130122823816e-08	4.438340479347271e-14	Aque_Aqu2.1.29979-001;Scil_g3316	0.005096289705461217	2.3045368986684485e-55	Aque_Aqu2.1.40905-001;Scil_g8135	1.6276630887661414e-22	6.9932110111897075e-112
Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	3.0829669064953717e-09	Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	2.827258149001122e-07	Aque_Aqu2.1.29134-001;Scil_g3738	2.8373595677325286e-12	1.1136050750241444e-06				Aque_Aqu2.1.41260-001;Scil_g10372	1.638108573287336e-99	1.0828662679986097e-28	Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	1.7646705941473414e-23	Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	4.215278083872324e-82	Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	2.0367847367110465e-19	Aque_Aqu2.1.37818-001;Scil_g13687	1.1042169105070999e-65	0.0004820655630868981																																					Aque_Aqu2.1.29497-001;Scil_g8135	6.077919633614359e-57	6.9932110111897075e-112	Aque_Aqu2.1.14505-001;Scil_g10145	4.1608280773534837e-17	1.20737102316251e-40	Aque_Aqu2.1.34140-001;Scil_g5780	1.2311513054768545e-08	4.438340479347271e-14
Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	1.167359356443979e-08	Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	0.00042476366221591203	Aque_Aqu2.1.37095-001;Scil_g6760	1.7138617390298075e-107	0.0003968510940255742				Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	1.2365579924609172e-31	Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	1.2698640868690275e-19	Aque_Aqu2.1.34429-001;Scil_g1131	7.854915848010625e-74	4.750734964399833e-20	Aque_Aqu2.1.31383-001;Scil_g6171	9.523828346058124e-51	9.056319468329115e-16	Aque_Aqu2.1.42087-001;Scil_g6454	4.453201835818651e-25	1.778726365220206e-07																																					Aque_Aqu2.1.30867-001;Scil_g5780	1.3309245062395783e-20	4.438340479347271e-14	Aque_Aqu2.1.34344-001;Scil_g119	8.471951911253183e-28	8.483531066992057e-68	Aque_Aqu2.1.34343-001;Scil_g119	1.074270232820891e-06	8.183093804898087e-34
Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	6.86277603737645e-20	Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	5.917216911066135e-06	Aque_Aqu2.1.31383-001;Scil_g6478	9.523828346058124e-51	2.0713961228819185e-07				Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	2.378756955538921e-30	Aque_Aqu2.1.41635-001;Scil_g12565	1.35534995308407e-94	7.11103053070413e-31	Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	1.9094199635254498e-86	Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	4.8851071887128e-16	Aque_Aqu2.1.23414-001;Scil_g10318	3.5770669737469e-05	0.0035069053847588943																																					Aque_Aqu2.1.43674-001;Scil_g5780	4.20083387372124e-06	4.438340479347271e-14	Aque_Aqu2.1.08677-001;Scil_g130	7.208488648075431e-16	2.5764296468008397e-54	Aque_Aqu2.1.41302-001;Scil_g480	1.593114344057822e-11	0.007645490721541615
Aque_Aqu2.1.44167-001;Scil_g6323	2.4503567949267662e-116	5.615542609817356e-06	Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	0.005667957035805792	Aque_Aqu2.1.22535-001;Scil_g512	7.166399470023436e-67	9.263761439545393e-05				Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	2.1761146726921674e-24	Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	1.138964769375012e-35	Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	2.9246517722970066e-84	Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	2.159471284552303e-13	Aque_Aqu2.1.24541-001;Scil_g13687	2.344168441479099e-143	0.0004820655630868981																																					Aque_Aqu2.1.29077-001;Scil_g119	1.3133214504172145e-07	8.183093804898087e-34	Aque_Aqu2.1.30867-001;Scil_g5780	1.3309245062395783e-20	9.523472070261023e-52	Aque_Aqu2.1.37079-001;Scil_g176	3.790274397321719e-05	5.692674651683935e-38
Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	3.2432473517928744e-12	Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	2.827258149001122e-07	Aque_Aqu2.1.35749-001;Scil_g2045	1.2546820677197086e-26	0.001353728084665654				Aque_Aqu2.1.40409-001;Scil_g9552	2.5626223762526347e-95	5.5833672175142426e-30	Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	3.437973076284372e-18	Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	2.7096579109553722e-73	Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	9.289221153050297e-21	Aque_Aqu2.1.28301-001;Scil_g5638	1.7962661367019432e-48	0.002720125866926419																																					Aque_Aqu2.1.25769-001;Scil_g428	3.2643039449818794e-11	7.352420249980202e-34	Aque_Aqu2.1.37082-001;Scil_g10145	1.421056760183191e-45	1.20737102316251e-40	Aque_Aqu2.1.39198-001;Scil_g10207	0.004815534639638943	7.005310318631569e-09
Aque_Aqu2.1.26684-001;Scil_g9100	5.16651150424784e-114	9.492093129603579e-74	Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	0.004613674064868128	Aque_Aqu2.1.27307-001;Scil_g512	5.4316044416240484e-21	9.263761439545393e-05				Aque_Aqu2.1.34241-001;Scil_g8844	7.816229863606503e-118	8.270417529990675e-30	Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	2.892317313510048e-24	Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	5.099758942267646e-76	Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	6.57063542698551e-18	Aque_Aqu2.1.43995-001;Scil_g3594	0.0011706263356069905	3.6199120186658103e-07																																					Aque_Aqu2.1.34343-001;Scil_g119	1.192967813648859e-24	8.183093804898087e-34	Aque_Aqu2.1.33928-001;Scil_g119	8.346851545633894e-09	8.483531066992057e-68	Aque_Aqu2.1.24541-001;Scil_g8569	2.8194141356318613e-14	6.137663104161381e-07
Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	4.673516307589749e-27	Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	0.0012806071428835017	Aque_Aqu2.1.37082-001;Scil_g10145	2.1405282321111328e-32	0.001829901374241206				Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	3.3779325928262674e-33	Aque_Aqu2.1.43309-001;Scil_g2223	1.4807065078763136e-142	1.1824749386326192e-15	Aque_Aqu2.1.26684-001;Scil_g9100	5.16651150424784e-114	4.431133014279975e-85	Aque_Aqu2.1.44118-001;Scil_g12540	1.4817066870190888e-117	3.8385471861854374e-17	Aque_Aqu2.1.36440-001;Scil_g1526	3.740727356250706e-136	0.0003162530224919177																																					Aque_Aqu2.1.34140-001;Scil_g5780	1.0121820050408576e-29	4.438340479347271e-14	Aque_Aqu2.1.31551-001;Scil_g5780	0.0004550419940629617	9.523472070261023e-52	Aque_Aqu2.1.28510-001;Scil_g1202	4.1221548809449937e-10	3.3821603506346413e-16
Aque_Aqu2.1.26386-001;Scil_g3151	1.5137191822064672e-111	0.00515175187978701	Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	3.415393142310733e-11	Aque_Aqu2.1.38120-001;Scil_g9161	5.5719593329706205e-11	5.467814952247853e-06				Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	4.0471262773751485e-31	Aque_Aqu2.1.21796-001;Scil_g6646	1.2188109824148507e-117	8.81279017960577e-25	Aque_Aqu2.1.26386-001;Scil_g3151	1.5137191822064672e-111	1.4093258886650166e-79	Aque_Aqu2.1.41034-001;Scil_g10109	4.797725684898183e-118	2.1514221431293514e-13	Aque_Aqu2.1.41621-001;Scil_g10236	1.7335877317951547e-90	0.00026139808404389384																																					Aque_Aqu2.1.27224-001;Scil_g2125	5.542768429070787e-13	3.1285544590709315e-07	Aque_Aqu2.1.25769-001;Scil_g428	3.2643039449818794e-11	4.882256298355068e-30	Aque_Aqu2.1.37818-001;Scil_g8569	4.366072114981543e-05	6.137663104161381e-07
Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	5.792693122681881e-09	Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	9.863584516166805e-05	Aque_Aqu2.1.31388-001;Scil_g6478	0.0006755546556821743	2.0713961228819185e-07				Aque_Aqu2.1.28647-001;Scil_g9721	1.7976193812861958e-143	7.577881201524598e-35	Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	1.7968179199774513e-21	Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	5.818232190310775e-63	Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	1.8988012706578457e-12	Aque_Aqu2.1.43276-001;Scil_g9800	1.0182416073641277e-129	1.638671556825415e-05																																					Aque_Aqu2.1.31551-001;Scil_g5780	0.0004550419940629617	4.438340479347271e-14	Aque_Aqu2.1.28301-001;Scil_g5638	2.4420291072502505e-07	1.6400795514834958e-11	Aque_Aqu2.1.27224-001;Scil_g2125	0.00698422672407088	3.1285544590709315e-07
Aque_Aqu2.1.31383-001;Scil_g6171	9.523828346058124e-51	1.0056964963507036e-19	Aque_Aqu2.1.44118-001;Scil_g12540	1.4817066870190888e-117	0.006755473607174291	Aque_Aqu2.1.38117-001;Scil_g9161	3.0791084021370375e-13	5.467814952247853e-06				Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	4.791095145702529e-28	Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	5.381376058846554e-26	Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	1.5069532943305937e-73	Aque_Aqu2.1.12657-001;Scil_g9127	2.9043498226616313e-98	2.1452234959374112e-15	Aque_Aqu2.1.35141-001;Scil_g1526	6.369627006647753e-61	0.0003162530224919177																																					Aque_Aqu2.1.13384-001;Scil_g9815	0.008071454308217863	1.2687676408392314e-05	Aque_Aqu2.1.21015-001;Scil_g12721	4.488784099627258e-96	3.730096607435771e-60	Aque_Aqu2.1.36440-001;Scil_g1526	0.0004778198145944702	2.8422847635952194e-22
Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	7.505370824467688e-17	Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	2.2241019785670017e-09							Aque_Aqu2.1.42554-001;Scil_g7031	1.8699626977627877e-30	7.134089148464098e-36	Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	7.890264326015334e-17	Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	2.7270190093475373e-62	Aque_Aqu2.1.41892-001;Scil_g7730	8.326661223111995e-07	4.4688508201363783e-54	Aque_Aqu2.1.33574-001;Scil_g5971	1.1841602777534483e-14	0.0016656789088993393																																					Aque_Aqu2.1.36440-001;Scil_g1526	0.0004578582749838875	2.8422847635952194e-22	Aque_Aqu2.1.40376-001;Scil_g6432	5.626029519789693e-17	1.874406088735017e-55	Aque_Aqu2.1.32713-001;Scil_g9048	0.0018930843638392614	0.0006806523861305761
Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	1.9050675754389048e-121	Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	1.0557160727415847e-05							Aque_Aqu2.1.28647-001;Scil_g9745	1.7976193812861958e-143	7.526772075700955e-35	Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	3.259373550428103e-34	Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	4.345326670657666e-56	Aque_Aqu2.1.29989-001;Scil_g1960	4.122966021694138e-114	9.938346147083772e-14	Aque_Aqu2.1.20356-001;Scil_g3529	6.823879787147695e-08	1.3749199681716434e-05																																					Aque_Aqu2.1.41331-001;Scil_g480	0.00283942250833063	0.007645490721541615	Aque_Aqu2.1.41482-001;Scil_g5780	2.257130122823816e-08	9.523472070261023e-52	Aque_Aqu2.1.25578-001;Scil_g9048	0.005312301831445139	0.0006806523861305761
Aque_Aqu2.1.28091-001;Scil_g3361	2.7724493515918748e-102	4.4204741936856534e-07	Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	5.469440974067932e-06							Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	1.5503120334201774e-32	Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	3.553319866193591e-117	Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	2.3631279581350617e-81	Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	2.0204331007295328e-18	Aque_Aqu2.1.36105-001;Scil_g4183	8.927728054109878e-36	2.1544109305533706e-05																																					Aque_Aqu2.1.41302-001;Scil_g480	8.674583355148573e-05	0.007645490721541615	Aque_Aqu2.1.29497-001;Scil_g8135	6.077919633614359e-57	7.268874910053745e-105	Aque_Aqu2.1.32713-001;Scil_g2679	0.0018930843638392614	1.679427428550206e-24
Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	0.0001180137873160895	Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	2.4149305346393523e-06							Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	4.9213180426735996e-29	Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	8.815721219916792e-20	Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	8.830297466815829e-86	Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	1.647458782128891e-13	Aque_Aqu2.1.28194-001;Scil_g2206	1.444625855187625e-59	0.008491320247283619																																					Aque_Aqu2.1.40905-001;Scil_g8135	2.293128987599471e-12	6.9932110111897075e-112	Aque_Aqu2.1.42065-001;Scil_g10015	5.305955151225863e-07	1.6357140778066739e-52	Aque_Aqu2.1.37816-001;Scil_g9048	0.00680584638096658	0.0006806523861305761
Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	9.492093129603579e-74	Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	0.00011035524533462285							Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	6.48020227092106e-28	Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	9.381175816560873e-82	Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	5.558996386598562e-88	Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	3.296071510775639e-13	Aque_Aqu2.1.08202-001;Scil_g5971	1.1705734604072884e-09	0.0016656789088993393																																					Aque_Aqu2.1.28510-001;Scil_g1202	5.959189221181413e-33	3.3821603506346413e-16	Aque_Aqu2.1.40905-001;Scil_g8135	2.293128987599471e-12	7.268874910053745e-105	Aque_Aqu2.1.42548-001;Scil_g5592	7.448014540555121e-28	0.0009687842369938387
Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	5.956140136346139e-07	Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	4.8817581392999204e-05							Aque_Aqu2.1.41621-001;Scil_g12515	1.7335877317951547e-90	5.346446460598241e-35	Aque_Aqu2.1.42789-001;Scil_g6184	5.664896642085612e-163	2.166570838916711e-125	Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	4.3266666180884725e-67	Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	3.597585664632302e-19	Aque_Aqu2.1.38435-001;Scil_g9800	3.2496804617101288e-21	1.638671556825415e-05																																					Aque_Aqu2.1.29496-001;Scil_g8135	0.0005693519180481434	6.9932110111897075e-112	Aque_Aqu2.1.36440-001;Scil_g1526	0.0004578582749838875	3.712075563814436e-13	Aque_Aqu2.1.25578-001;Scil_g2679	0.005312301831445139	1.679427428550206e-24
Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	7.830285387808455e-21	Aque_Aqu2.1.41892-001;Scil_g7730	8.326661223111995e-07	5.537552632789637e-30							Aque_Aqu2.1.22710-001;Scil_g8427	1.3243501395407459e-103	4.117636580294802e-30	Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	2.793755724915361e-29	Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	6.800368420259299e-69	Aque_Aqu2.1.37818-001;Scil_g5248	1.1042169105070999e-65	1.2679982680699118e-32	Aque_Aqu2.1.37713-001;Scil_g9800	1.7092280498504553e-19	1.638671556825415e-05																																					Aque_Aqu2.1.40376-001;Scil_g6432	5.626029519789693e-17	4.606732307814675e-08	Aque_Aqu2.1.27224-001;Scil_g1638	5.542768429070787e-13	6.255681168728642e-18			
Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	5.363881456203511e-06	Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	1.3785825510333721e-07							Aque_Aqu2.1.38191-001;Scil_g3256	5.740348681209968e-44	2.5683729046325867e-34	Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	1.740719392769678e-21	Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	1.0179536710946066e-65	Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	2.9924851253454205e-16	Aque_Aqu2.1.43985-001;Scil_g7247	5.989059835682736e-35	1.835919467419676e-06																																					Aque_Aqu2.1.41049-001;Scil_g13539	0.007200126607303983	9.049282398468563e-116	Aque_Aqu2.1.29496-001;Scil_g8135	0.0005693519180481434	7.268874910053745e-105			
Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	1.9707375325841484e-19	Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	9.949628338311761e-05							Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	4.870713547806121e-28	Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	8.733593707245316e-25	Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	2.822246599512697e-48	Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	1.2564413622721723e-15	Aque_Aqu2.1.29497-001;Scil_g3180	1.613969228591092e-36	0.0068237415641267205																																					Aque_Aqu2.1.41049-001;Scil_g130	0.007200126607303983	6.028113154288905e-97	Aque_Aqu2.1.27258-001;Scil_g2151	4.614981215518772e-18	2.1306324542531485e-14			
Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	3.9347779853216416e-11	Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	1.9274690689107347e-06							Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	5.698177658595809e-32	Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	2.2813058804717203e-19	Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	1.7326413365624258e-76	Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	4.982921453594645e-16	Aque_Aqu2.1.37127-001;Scil_g10022	3.4100710983951623e-73	8.501328074660269e-05																																					Aque_Aqu2.1.41653-001;Scil_g8832	5.400992414490759e-06	0.0018353239855180515	Aque_Aqu2.1.08677-001;Scil_g13539	7.208488648075431e-16	1.6160642433650672e-60			
Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	8.456582637408564e-14	Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	3.4139365581545695e-13							Aque_Aqu2.1.37747-001;Scil_g13124	1.520304058493942e-143	1.5503120334201774e-32	Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	7.265350651882608e-30	Aque_Aqu2.1.41892-001;Scil_g7730	8.326661223111995e-07	1.848853293888105e-48	Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	9.864930640486917e-23	Aque_Aqu2.1.42087-001;Scil_g4183	4.453201835818651e-25	2.1544109305533706e-05																																					Aque_Aqu2.1.42548-001;Scil_g5592	1.627868894535477e-08	0.0009687842369938387	Aque_Aqu2.1.43637-001;Scil_g13000	8.152574204947499e-32	1.952236994263986e-27			
Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	8.791641658390305e-28	Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	1.3616407310954638e-07							Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	4.8090343206501666e-26	Aque_Aqu2.1.26386-001;Scil_g3151	1.5137191822064672e-111	3.337269753797986e-14	Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	4.431133014279975e-85	Aque_Aqu2.1.26386-001;Scil_g3151	1.5137191822064672e-111	1.0859840233832854e-07	Aque_Aqu2.1.43558-001;Scil_g9800	3.1472571512040617e-06	1.638671556825415e-05																																								Aque_Aqu2.1.29497-001;Scil_g208	6.077919633614359e-57	0.0007807904053612592			
Aque_Aqu2.1.29050-001;Scil_g13035	2.867105090061806e-114	0.0034772885719664866	Aque_Aqu2.1.38546-001;Scil_g13572	5.0069341824032954e-104	3.2187760499076835e-05							Aque_Aqu2.1.37897-001;Scil_g10541	3.596150988906412e-108	2.214021363887168e-28	Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	7.432108138464828e-35	Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	3.1083459192893426e-80	Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	2.95230448538281e-11	Aque_Aqu2.1.16620-001;Scil_g10793	3.397334660599216e-165	0.0038274748429859853																																								Aque_Aqu2.1.40905-001;Scil_g208	2.293128987599471e-12	0.0007807904053612592			
Aque_Aqu2.1.42789-001;Scil_g6184	5.664896642085612e-163	2.6364575164338604e-129	Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	0.00011375793423539497							Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	6.353586959225678e-28	Aque_Aqu2.1.41892-001;Scil_g7730	8.326661223111995e-07	6.527140180093046e-75	Aque_Aqu2.1.31156-001;Scil_g934	2.318635514291666e-106	9.841352137562082e-61	Aque_Aqu2.1.42789-001;Scil_g6184	5.664896642085612e-163	1.6518109528589368e-43	Aque_Aqu2.1.18818-001;Scil_g4454	0.0006048601476495157	0.0058539690226123535																																								Aque_Aqu2.1.41302-001;Scil_g480	8.674583355148573e-05	4.9500489656182e-14			
