Scil_0;Slac_12	Scil_0;Slac_12_pval1	Scil_0;Slac_12_pval2	Scil_1;Slac_1	Scil_1;Slac_1_pval1	Scil_1;Slac_1_pval2	Scil_1;Slac_13	Scil_1;Slac_13_pval1	Scil_1;Slac_13_pval2	Scil_1;Slac_9	Scil_1;Slac_9_pval1	Scil_1;Slac_9_pval2	Scil_10;Slac_1	Scil_10;Slac_1_pval1	Scil_10;Slac_1_pval2	Scil_10;Slac_9	Scil_10;Slac_9_pval1	Scil_10;Slac_9_pval2	Scil_11;Slac_20	Scil_11;Slac_20_pval1	Scil_11;Slac_20_pval2	Scil_11;Slac_3	Scil_11;Slac_3_pval1	Scil_11;Slac_3_pval2	Scil_12;Slac_28	Scil_12;Slac_28_pval1	Scil_12;Slac_28_pval2	Scil_14;Slac_9	Scil_14;Slac_9_pval1	Scil_14;Slac_9_pval2	Scil_15;Slac_9	Scil_15;Slac_9_pval1	Scil_15;Slac_9_pval2	Scil_16;Slac_10	Scil_16;Slac_10_pval1	Scil_16;Slac_10_pval2	Scil_19;Slac_11	Scil_19;Slac_11_pval1	Scil_19;Slac_11_pval2	Scil_19;Slac_13	Scil_19;Slac_13_pval1	Scil_19;Slac_13_pval2	Scil_19;Slac_27	Scil_19;Slac_27_pval1	Scil_19;Slac_27_pval2	Scil_2;Slac_10	Scil_2;Slac_10_pval1	Scil_2;Slac_10_pval2	Scil_20;Slac_0	Scil_20;Slac_0_pval1	Scil_20;Slac_0_pval2	Scil_20;Slac_16	Scil_20;Slac_16_pval1	Scil_20;Slac_16_pval2	Scil_20;Slac_18	Scil_20;Slac_18_pval1	Scil_20;Slac_18_pval2	Scil_20;Slac_21	Scil_20;Slac_21_pval1	Scil_20;Slac_21_pval2	Scil_21;Slac_0	Scil_21;Slac_0_pval1	Scil_21;Slac_0_pval2	Scil_21;Slac_10	Scil_21;Slac_10_pval1	Scil_21;Slac_10_pval2	Scil_22;Slac_2	Scil_22;Slac_2_pval1	Scil_22;Slac_2_pval2	Scil_23;Slac_1	Scil_23;Slac_1_pval1	Scil_23;Slac_1_pval2	Scil_23;Slac_9	Scil_23;Slac_9_pval1	Scil_23;Slac_9_pval2	Scil_24;Slac_1	Scil_24;Slac_1_pval1	Scil_24;Slac_1_pval2	Scil_24;Slac_4	Scil_24;Slac_4_pval1	Scil_24;Slac_4_pval2	Scil_24;Slac_5	Scil_24;Slac_5_pval1	Scil_24;Slac_5_pval2	Scil_24;Slac_9	Scil_24;Slac_9_pval1	Scil_24;Slac_9_pval2	Scil_28;Slac_0	Scil_28;Slac_0_pval1	Scil_28;Slac_0_pval2	Scil_28;Slac_18	Scil_28;Slac_18_pval1	Scil_28;Slac_18_pval2	Scil_28;Slac_7	Scil_28;Slac_7_pval1	Scil_28;Slac_7_pval2	Scil_29;Slac_12	Scil_29;Slac_12_pval1	Scil_29;Slac_12_pval2	Scil_3;Slac_10	Scil_3;Slac_10_pval1	Scil_3;Slac_10_pval2	Scil_31;Slac_18	Scil_31;Slac_18_pval1	Scil_31;Slac_18_pval2	Scil_32;Slac_17	Scil_32;Slac_17_pval1	Scil_32;Slac_17_pval2	Scil_32;Slac_7	Scil_32;Slac_7_pval1	Scil_32;Slac_7_pval2	Scil_33;Slac_5	Scil_33;Slac_5_pval1	Scil_33;Slac_5_pval2	Scil_35;Slac_1	Scil_35;Slac_1_pval1	Scil_35;Slac_1_pval2	Scil_35;Slac_19	Scil_35;Slac_19_pval1	Scil_35;Slac_19_pval2	Scil_35;Slac_9	Scil_35;Slac_9_pval1	Scil_35;Slac_9_pval2	Scil_37;Slac_17	Scil_37;Slac_17_pval1	Scil_37;Slac_17_pval2	Scil_4;Slac_28	Scil_4;Slac_28_pval1	Scil_4;Slac_28_pval2	Scil_5;Slac_1	Scil_5;Slac_1_pval1	Scil_5;Slac_1_pval2	Scil_5;Slac_3	Scil_5;Slac_3_pval1	Scil_5;Slac_3_pval2	Scil_5;Slac_8	Scil_5;Slac_8_pval1	Scil_5;Slac_8_pval2	Scil_5;Slac_9	Scil_5;Slac_9_pval1	Scil_5;Slac_9_pval2	Scil_6;Slac_10	Scil_6;Slac_10_pval1	Scil_6;Slac_10_pval2	Scil_7;Slac_1	Scil_7;Slac_1_pval1	Scil_7;Slac_1_pval2	Scil_7;Slac_9	Scil_7;Slac_9_pval1	Scil_7;Slac_9_pval2	Scil_8;Slac_12	Scil_8;Slac_12_pval1	Scil_8;Slac_12_pval2	Scil_8;Slac_2	Scil_8;Slac_2_pval1	Scil_8;Slac_2_pval2	Scil_8;Slac_6	Scil_8;Slac_6_pval1	Scil_8;Slac_6_pval2	Scil_9;Slac_10	Scil_9;Slac_10_pval1	Scil_9;Slac_10_pval2
			Scil_g3084;Slac_ENSLPGG00000011626	2.6120693105835097e-195	0.0001012659001299918	Scil_g2682;Slac_ENSLPGG00000028878	5.879820675349733e-57	0.0	Scil_g2682;Slac_ENSLPGG00000029835	5.879820675349733e-57	1.6090548904552383e-42	Scil_g3084;Slac_ENSLPGG00000011626	7.926059131332688e-151	0.0001012659001299918	Scil_g9293;Slac_ENSLPGG00000011571	2.951490176649077e-162	2.898364963731895e-101	Scil_g1131;Slac_ENSLPGG00000010996	2.9444800142745295e-80	5.061117277123382e-11	Scil_g1131;Slac_ENSLPGG00000010996	2.9444800142745295e-80	3.726664799712092e-25	Scil_g13344;Slac_ENSLPGG00000026295	3.0475207283718304e-223	2.6170045865632944e-12	Scil_g9293;Slac_ENSLPGG00000011571	1.1747218219988391e-73	2.898364963731895e-101	Scil_g13344;Slac_ENSLPGG00000027561	1.9471277201821283e-140	0.0004192094813403405	Scil_g7027;Slac_ENSLPGG00000001833	8.700573802836327e-172	1.868914101852309e-297	Scil_g2683;Slac_ENSLPGG00000028878	2.909493852175645e-141	0.0	Scil_g2683;Slac_ENSLPGG00000028878	2.909493852175645e-141	0.0	Scil_g2683;Slac_ENSLPGG00000028676	2.909493852175645e-141	4.186556602178701e-63	Scil_g2683;Slac_ENSLPGG00000029835	1.0472033161213159e-81	1.7484913379432256e-64	Scil_g7027;Slac_ENSLPGG00000001833	1.3530077347851668e-19	0.0	Scil_g49;Slac_ENSLPGG00000007730	2.825750548176598e-216	1.0517585826342715e-294	Scil_g49;Slac_ENSLPGG00000018987	2.825750548176598e-216	7.039459622604765e-250	Scil_g7027;Slac_ENSLPGG00000001833	1.3530077347851668e-19	2.4032152550800818e-219	Scil_g7027;Slac_ENSLPGG00000002726	9.64914554893834e-198	4.459472890862107e-62	Scil_g7027;Slac_ENSLPGG00000001833	9.64914554893834e-198	1.868914101852309e-297	Scil_g2647;Slac_ENSLPGG00000007249	7.646873036819716e-22	3.0447823852706334e-43	Scil_g1960;Slac_ENSLPGG00000001288	1.4663076413353046e-136	5.885151292742098e-62	Scil_g1960;Slac_ENSLPGG00000001288	1.4663076413353046e-136	1.7179326704524777e-43	Scil_g13584;Slac_ENSLPGG00000010731	6.724353073477704e-141	1.9766319970207384e-32	Scil_g9293;Slac_ENSLPGG00000014397	2.4492817883719566e-122	0.0	Scil_g8427;Slac_ENSLPGG00000017323	7.819323192875134e-140	0.0	Scil_g13584;Slac_ENSLPGG00000010731	6.724353073477704e-141	8.728957961973727e-108	Scil_g4792;Slac_ENSLPGG00000007730	2.7860115620807477e-125	0.0	Scil_g4792;Slac_ENSLPGG00000018987	2.7860115620807477e-125	7.039459622604765e-250	Scil_g4792;Slac_ENSLPGG00000018987	2.7860115620807477e-125	1.3415721302813278e-256	Scil_g3180;Slac_ENSLPGG00000014308	2.458151437627603e-19	1.3060890286910048e-50	Scil_g4190;Slac_ENSLPGG00000009453	1.144193799153734e-05	9.681563380426047e-08	Scil_g6719;Slac_ENSLPGG00000018987	4.613289756277005e-85	7.039459622604765e-250	Scil_g7428;Slac_ENSLPGG00000020343	1.7037550395089043e-37	1.3933340356244274e-37	Scil_g7428;Slac_ENSLPGG00000020343	1.7037550395089043e-37	4.0009696820878684e-272	Scil_g12565;Slac_ENSLPGG00000019527	2.0418515064711943e-17	2.305788251232889e-194	Scil_g898;Slac_ENSLPGG00000026505	8.09814104810929e-33	3.3658349896174976e-75	Scil_g9127;Slac_ENSLPGG00000004375	2.1094740637302043e-41	3.4091465679238275e-07	Scil_g9293;Slac_ENSLPGG00000011571	1.068134353579263e-37	2.898364963731895e-101	Scil_g7466;Slac_ENSLPGG00000020343	2.5817098050349314e-32	1.3933340356244274e-37	Scil_g13344;Slac_ENSLPGG00000026295	1.4928992383338792e-176	2.6170045865632944e-12	Scil_g1712;Slac_ENSLPGG00000011939	5.466690339879743e-170	1.9411559775035762e-60	Scil_g1131;Slac_ENSLPGG00000010996	6.484773867295902e-288	3.726664799712092e-25	Scil_g1131;Slac_ENSLPGG00000010996	6.484773867295902e-288	7.08973885598323e-20	Scil_g9293;Slac_ENSLPGG00000011571	1.5683835358952403e-97	2.898364963731895e-101	Scil_g2683;Slac_ENSLPGG00000029835	4.304647067988199e-206	1.7484913379432256e-64	Scil_g13344;Slac_ENSLPGG00000027561	1.5866960955735713e-61	9.40318661909724e-05	Scil_g2683;Slac_ENSLPGG00000029835	3.5336018614643534e-07	1.6090548904552383e-42	Scil_g272;Slac_ENSLPGG00000011745	5.495043302670588e-08	4.73206038311682e-05	Scil_g1712;Slac_ENSLPGG00000011939	9.616015670904484e-33	7.511652529205039e-73	Scil_g1712;Slac_ENSLPGG00000011939	9.616015670904484e-33	2.0355481495184604e-12	Scil_g2683;Slac_ENSLPGG00000029835	1.6898996220475387e-21	1.7484913379432256e-64
			Scil_g2682;Slac_ENSLPGG00000029835	5.879820675349733e-57	4.304829482507168e-28	Scil_g2682;Slac_ENSLPGG00000029835	5.879820675349733e-57	2.552343532642727e-84	Scil_g8438;Slac_ENSLPGG00000026812	2.4448447222526423e-204	1.1363106591959236e-240	Scil_g6323;Slac_ENSLPGG00000002326	3.6475049149860968e-174	6.813175420404343e-71	Scil_g3084;Slac_ENSLPGG00000011626	7.926059131332688e-151	2.7121220528470996e-56	Scil_g13524;Slac_ENSLPGG00000007525	3.7050280746027355e-69	6.55849913583075e-60	Scil_g5475;Slac_ENSLPGG00000003671	5.504883709462539e-11	4.0343780813769214e-16	Scil_g4190;Slac_ENSLPGG00000008750	1.522293738295326e-19	0.0009102460386295876	Scil_g9293;Slac_ENSLPGG00000014397	1.1747218219988391e-73	3.2063291580291506e-206	Scil_g2682;Slac_ENSLPGG00000029835	7.173667686615488e-35	1.6090548904552383e-42	Scil_g7113;Slac_ENSLPGG00000001833	2.8343906475163422e-80	1.868914101852309e-297	Scil_g2682;Slac_ENSLPGG00000028878	4.0506678015819136e-173	0.0	Scil_g2682;Slac_ENSLPGG00000028878	4.0506678015819136e-173	0.0	Scil_g2683;Slac_ENSLPGG00000029790	2.909493852175645e-141	5.374891966577974e-27	Scil_g2682;Slac_ENSLPGG00000029835	1.8295328577395709e-09	1.7484913379432256e-64	Scil_g49;Slac_ENSLPGG00000007525	2.825750548176598e-216	5.6755860237284635e-83	Scil_g49;Slac_ENSLPGG00000018987	2.825750548176598e-216	6.452511824992372e-131	Scil_g49;Slac_ENSLPGG00000007525	2.825750548176598e-216	4.912879220835159e-25	Scil_g7027;Slac_ENSLPGG00000002726	1.3530077347851668e-19	7.154394241755042e-27	Scil_g7027;Slac_ENSLPGG00000001833	9.64914554893834e-198	0.0	Scil_g2683;Slac_ENSLPGG00000029835	4.498393856240697e-05	1.7484913379432256e-64	Scil_g9293;Slac_ENSLPGG00000011571	8.345583619782219e-27	5.620090685238867e-06	Scil_g12596;Slac_ENSLPGG00000019196	1.926648318153515e-131	2.4062036471071187e-43	Scil_g2483;Slac_ENSLPGG00000028631	3.1186498545029684e-136	3.48661791849367e-170	Scil_g8844;Slac_ENSLPGG00000020856	1.3830335720370416e-141	9.60524078610222e-34	Scil_g8427;Slac_ENSLPGG00000017323	7.819323192875134e-140	5.056465797857511e-186	Scil_g9250;Slac_ENSLPGG00000028683	5.271924765515633e-138	0.0	Scil_g9293;Slac_ENSLPGG00000014397	2.4492817883719566e-122	3.2063291580291506e-206	Scil_g4792;Slac_ENSLPGG00000018987	2.7860115620807477e-125	1.0207238271509369e-292	Scil_g4792;Slac_ENSLPGG00000007730	2.7860115620807477e-125	3.590154216551339e-180	Scil_g4792;Slac_ENSLPGG00000007730	2.7860115620807477e-125	1.0375156589644879e-210	Scil_g208;Slac_ENSLPGG00000014308	4.568452262602381e-19	1.3060890286910048e-50	Scil_g5407;Slac_ENSLPGG00000016023	1.6578500726708058e-07	8.883604756245486e-76	Scil_g6719;Slac_ENSLPGG00000007730	4.613289756277005e-85	3.590154216551339e-180	Scil_g4792;Slac_ENSLPGG00000018987	1.176327538575084e-68	5.5939231173554334e-55	Scil_g9294;Slac_ENSLPGG00000014205	4.376021561659638e-07	6.684661803218372e-99	Scil_g8427;Slac_ENSLPGG00000017323	5.698923267106225e-10	0.0	Scil_g9127;Slac_ENSLPGG00000004375	2.1094740637302043e-41	4.092281823682723e-28	Scil_g898;Slac_ENSLPGG00000026505	8.09814104810929e-33	3.9634034784885644e-13	Scil_g9127;Slac_ENSLPGG00000004375	2.1094740637302043e-41	6.643839758802514e-106	Scil_g11550;Slac_ENSLPGG00000011644	5.008542566367402e-05	1.8838862433810732e-06				Scil_g1960;Slac_ENSLPGG00000002916	1.7697978722686095e-82	4.5097320754487453e-69	Scil_g10557;Slac_ENSLPGG00000010996	7.758804947573257e-152	3.726664799712092e-25	Scil_g10557;Slac_ENSLPGG00000010996	7.758804947573257e-152	7.08973885598323e-20	Scil_g9293;Slac_ENSLPGG00000014397	1.5683835358952403e-97	3.2063291580291506e-206	Scil_g2682;Slac_ENSLPGG00000029835	1.4105435283420601e-196	1.7484913379432256e-64	Scil_g2683;Slac_ENSLPGG00000029835	3.5336018614643534e-07	4.304829482507168e-28	Scil_g13344;Slac_ENSLPGG00000027561	1.5866960955735713e-61	0.0004192094813403405				Scil_g1712;Slac_ENSLPGG00000010742	9.616015670904484e-33	0.0005641161180508278	Scil_g6184;Slac_ENSLPGG00000011939	2.6225602142297916e-21	2.0355481495184604e-12	Scil_g6171;Slac_ENSLPGG00000022008	3.969788353826574e-18	3.53230848126371e-16
			Scil_g12596;Slac_ENSLPGG00000019196	8.937540975185717e-204	2.4062036471071187e-43	Scil_g12596;Slac_ENSLPGG00000019196	8.937540975185717e-204	1.4678706110670485e-17	Scil_g9293;Slac_ENSLPGG00000014397	8.019716807373262e-220	3.2063291580291506e-206	Scil_g1960;Slac_ENSLPGG00000002916	5.229783324829319e-159	4.5097320754487453e-69	Scil_g8438;Slac_ENSLPGG00000026812	1.033645134557843e-140	1.1363106591959236e-240	Scil_g1712;Slac_ENSLPGG00000010742	7.280268671643883e-15	1.5184743752214893e-24	Scil_g10318;Slac_ENSLPGG00000012055	2.0469475442329105e-28	9.281690852235417e-14				Scil_g12596;Slac_ENSLPGG00000019196	5.461700075422386e-69	9.96460447504559e-36	Scil_g9293;Slac_ENSLPGG00000011571	7.310752068739718e-87	2.898364963731895e-101	Scil_g5407;Slac_ENSLPGG00000016023	2.5654638457036793e-09	8.883604756245486e-76	Scil_g2683;Slac_ENSLPGG00000029835	2.909493852175645e-141	1.5127207547528575e-146	Scil_g2683;Slac_ENSLPGG00000029835	2.909493852175645e-141	2.552343532642727e-84	Scil_g2683;Slac_ENSLPGG00000029296	2.909493852175645e-141	4.6827653100686686e-18	Scil_g4190;Slac_ENSLPGG00000009453	0.0002708996576498364	9.681563380426047e-08	Scil_g49;Slac_ENSLPGG00000011839	2.825750548176598e-216	9.31254328396097e-40	Scil_g49;Slac_ENSLPGG00000007525	2.825750548176598e-216	1.28514244509793e-15	Scil_g49;Slac_ENSLPGG00000007730	2.825750548176598e-216	3.590154216551339e-180	Scil_g49;Slac_ENSLPGG00000007525	2.825750548176598e-216	3.627978660291502e-17	Scil_g2683;Slac_ENSLPGG00000029835	4.498393856240697e-05	1.4464513864191273e-107	Scil_g2682;Slac_ENSLPGG00000029835	7.784233249218499e-08	1.7484913379432256e-64	Scil_g1960;Slac_ENSLPGG00000002916	1.4156858831391025e-15	5.6799755517671594e-36	Scil_g2483;Slac_ENSLPGG00000028631	3.1186498545029684e-136	3.4013484223464646e-25	Scil_g8438;Slac_ENSLPGG00000026812	7.711942944981567e-132	1.1363106591959236e-240	Scil_g3084;Slac_ENSLPGG00000011626	1.4812881157245512e-117	0.0001012659001299918	Scil_g53;Slac_ENSLPGG00000009627	5.0926408493375196e-144	2.0135779876598005e-139	Scil_g13584;Slac_ENSLPGG00000010731	6.724353073477704e-141	2.385419856297208e-164	Scil_g8844;Slac_ENSLPGG00000020856	1.3830335720370416e-141	6.36851191606529e-73	Scil_g13344;Slac_ENSLPGG00000027561	2.2814046189190238e-05	8.086635448384066e-19	Scil_g9294;Slac_ENSLPGG00000007322	4.587162431913975e-14	2.8135505684963465e-111	Scil_g13344;Slac_ENSLPGG00000026155	2.2814046189190238e-05	0.00104457856416832							Scil_g6719;Slac_ENSLPGG00000011839	4.613289756277005e-85	1.2034060637604468e-07	Scil_g4792;Slac_ENSLPGG00000007730	1.176327538575084e-68	9.42038019576573e-69	Scil_g4792;Slac_ENSLPGG00000018987	1.176327538575084e-68	1.3415721302813278e-256	Scil_g1476;Slac_ENSLPGG00000023230	5.918148855081466e-21	7.430610416414084e-227	Scil_g3256;Slac_ENSLPGG00000002916	1.3159239168598115e-39	4.5097320754487453e-69	Scil_g8502;Slac_ENSLPGG00000018844	3.761882928642762e-40	0.0019167571033683432	Scil_g898;Slac_ENSLPGG00000026505	8.09814104810929e-33	4.5830107918985423e-125	Scil_g5407;Slac_ENSLPGG00000016023	1.159182577952278e-06	4.94891277997927e-43				Scil_g2223;Slac_ENSLPGG00000007673	4.4579411900806424e-73	1.0785497809239814e-69	Scil_g7027;Slac_ENSLPGG00000001833	6.566333203884505e-41	7.968474315469796e-53	Scil_g12596;Slac_ENSLPGG00000019196	4.659268128177224e-80	1.4762165270021783e-09	Scil_g5248;Slac_ENSLPGG00000019939	9.136900725565167e-151	2.3792066558181335e-05	Scil_g5407;Slac_ENSLPGG00000016023	4.1403883768537465e-20	8.883604756245486e-76	Scil_g9293;Slac_ENSLPGG00000011571	1.848905501105324e-135	3.532626074807475e-19	Scil_g9293;Slac_ENSLPGG00000011571	1.848905501105324e-135	2.898364963731895e-101				Scil_g6184;Slac_ENSLPGG00000011939	2.6225602142297916e-21	7.511652529205039e-73	Scil_g7321;Slac_ENSLPGG00000011935	1.147015395415605e-30	0.000281023125107144	Scil_g2682;Slac_ENSLPGG00000029835	7.137403999527868e-08	1.7484913379432256e-64
			Scil_g12565;Slac_ENSLPGG00000019527	2.096023399464424e-227	5.3740621225001405e-45	Scil_g9720;Slac_ENSLPGG00000010538	5.957553511123687e-267	4.771574432457165e-13	Scil_g3084;Slac_ENSLPGG00000011626	2.6120693105835097e-195	2.7121220528470996e-56	Scil_g12596;Slac_ENSLPGG00000019196	7.639374158264267e-168	2.4062036471071187e-43	Scil_g9293;Slac_ENSLPGG00000014397	2.951490176649077e-162	3.2063291580291506e-206	Scil_g6184;Slac_ENSLPGG00000010742	6.156298609437376e-15	1.5184743752214893e-24	Scil_g6171;Slac_ENSLPGG00000003671	7.909127630957106e-10	4.0343780813769214e-16				Scil_g2682;Slac_ENSLPGG00000029835	7.12159234208332e-05	1.6090548904552383e-42	Scil_g8502;Slac_ENSLPGG00000026466	6.574899579449861e-69	8.607966133155261e-139				Scil_g2682;Slac_ENSLPGG00000029835	4.0506678015819136e-173	1.5127207547528575e-146	Scil_g2682;Slac_ENSLPGG00000029835	4.0506678015819136e-173	2.552343532642727e-84	Scil_g2683;Slac_ENSLPGG00000029534	2.909493852175645e-141	0.00363411816301603	Scil_g5407;Slac_ENSLPGG00000016023	4.324117359249018e-48	8.883604756245486e-76	Scil_g49;Slac_ENSLPGG00000018987	2.825750548176598e-216	1.0207238271509369e-292	Scil_g49;Slac_ENSLPGG00000011839	2.825750548176598e-216	1.0904860702684006e-10	Scil_g6719;Slac_ENSLPGG00000018987	2.9062213286051093e-186	7.039459622604765e-250	Scil_g49;Slac_ENSLPGG00000018987	2.825750548176598e-216	9.130235445837042e-163	Scil_g2683;Slac_ENSLPGG00000028878	4.498393856240697e-05	0.0005290311750589206	Scil_g7113;Slac_ENSLPGG00000001833	3.661142636148078e-147	1.868914101852309e-297	Scil_g1712;Slac_ENSLPGG00000011939	3.2305790447645873e-103	7.511652529205039e-73	Scil_g2223;Slac_ENSLPGG00000007673	1.5474661940858883e-105	1.0785497809239814e-69	Scil_g6646;Slac_ENSLPGG00000020424	9.958944134607921e-140	2.8566513018215486e-156	Scil_g9127;Slac_ENSLPGG00000004375	3.225771326129304e-148	4.092281823682723e-28	Scil_g13584;Slac_ENSLPGG00000010731	6.724353073477704e-141	1.2480263731655962e-212	Scil_g53;Slac_ENSLPGG00000009627	5.0926408493375196e-144	1.2924559604872e-90	Scil_g10109;Slac_ENSLPGG00000016457	3.4829287635336846e-146	5.977307338815889e-86	Scil_g4792;Slac_ENSLPGG00000011839	2.7860115620807477e-125	9.31254328396097e-40	Scil_g4792;Slac_ENSLPGG00000007525	2.7860115620807477e-125	4.912879220835159e-25	Scil_g4792;Slac_ENSLPGG00000007525	2.7860115620807477e-125	6.8121822133019086e-40							Scil_g6719;Slac_ENSLPGG00000007525	4.613289756277005e-85	4.912879220835159e-25	Scil_g9294;Slac_ENSLPGG00000014205	4.376021561659638e-07	0.0003849791803302938	Scil_g9294;Slac_ENSLPGG00000007322	4.376021561659638e-07	2.741077422849366e-72	Scil_g9250;Slac_ENSLPGG00000028683	7.07792846123384e-09	0.0	Scil_g9293;Slac_ENSLPGG00000014397	1.068134353579263e-37	6.514620800285567e-10	Scil_g9293;Slac_ENSLPGG00000014397	1.068134353579263e-37	9.891994540582709e-08	Scil_g12515;Slac_ENSLPGG00000018880	1.9188121173157414e-51	6.333978704324807e-162							Scil_g13124;Slac_ENSLPGG00000013980	3.4084473963593155e-86	4.147686860616949e-15	Scil_g9100;Slac_ENSLPGG00000017185	1.1379421000948315e-153	2.7473457369835785e-81	Scil_g7027;Slac_ENSLPGG00000001833	6.566333203884505e-41	1.2442595792842063e-06	Scil_g12596;Slac_ENSLPGG00000019196	4.659268128177224e-80	9.96460447504559e-36				Scil_g2223;Slac_ENSLPGG00000007673	9.174614163292671e-123	1.0785497809239814e-69	Scil_g9293;Slac_ENSLPGG00000014397	1.848905501105324e-135	3.2063291580291506e-206				Scil_g7321;Slac_ENSLPGG00000011935	1.147015395415605e-30	1.2003091581542824e-13	Scil_g9194;Slac_ENSLPGG00000011935	1.7005319647149315e-07	0.000281023125107144	Scil_g6171;Slac_ENSLPGG00000021402	3.969788353826574e-18	8.482647874371876e-21
			Scil_g13124;Slac_ENSLPGG00000013980	3.126717791224233e-203	4.147686860616949e-15	Scil_g2647;Slac_ENSLPGG00000007249	2.710163348913708e-205	9.356630316022365e-12	Scil_g12596;Slac_ENSLPGG00000019196	8.937540975185717e-204	9.96460447504559e-36	Scil_g9293;Slac_ENSLPGG00000011571	2.951490176649077e-162	3.532626074807475e-19	Scil_g13584;Slac_ENSLPGG00000010731	6.878801991793587e-166	8.728957961973727e-108	Scil_g1712;Slac_ENSLPGG00000011939	7.280268671643883e-15	1.0007846101985824e-08	Scil_g1742;Slac_ENSLPGG00000004571	1.0595040329127195e-05	3.0000174092113735e-12				Scil_g3084;Slac_ENSLPGG00000011626	8.399537177325028e-64	2.7121220528470996e-56	Scil_g9293;Slac_ENSLPGG00000014397	7.310752068739718e-87	3.2063291580291506e-206				Scil_g3084;Slac_ENSLPGG00000011626	4.2886376807313805e-35	1.041673316367185e-21	Scil_g1960;Slac_ENSLPGG00000001288	5.18100236970194e-27	6.661197954218709e-26	Scil_g2683;Slac_ENSLPGG00000029732	2.909493852175645e-141	0.0024608389478888515	Scil_g13524;Slac_ENSLPGG00000007525	6.607078015166291e-08	0.0004814065481396461	Scil_g49;Slac_ENSLPGG00000007730	2.825750548176598e-216	0.0	Scil_g6719;Slac_ENSLPGG00000007730	2.9062213286051093e-186	1.0517585826342715e-294	Scil_g6719;Slac_ENSLPGG00000007730	2.9062213286051093e-186	3.590154216551339e-180	Scil_g49;Slac_ENSLPGG00000011839	2.825750548176598e-216	2.7948484410571877e-05	Scil_g7113;Slac_ENSLPGG00000002726	3.661142636148078e-147	4.459472890862107e-62	Scil_g6171;Slac_ENSLPGG00000022008	4.727639792734349e-25	3.53230848126371e-16	Scil_g8322;Slac_ENSLPGG00000001999	1.1064423235206476e-15	2.1594578090406105e-104	Scil_g53;Slac_ENSLPGG00000009627	1.1533782575295423e-146	1.8083363914675516e-28	Scil_g9293;Slac_ENSLPGG00000011571	1.1287742971164978e-130	2.898364963731895e-101	Scil_g9552;Slac_ENSLPGG00000002404	1.6549301357298804e-142	3.936831883841032e-26	Scil_g9552;Slac_ENSLPGG00000002404	1.6549301357298804e-142	2.4429467502538673e-269	Scil_g3084;Slac_ENSLPGG00000011626	1.4812881157245512e-117	4.079829818596699e-233	Scil_g3084;Slac_ENSLPGG00000011626	1.4812881157245512e-117	2.7121220528470996e-56	Scil_g4792;Slac_ENSLPGG00000007525	2.7860115620807477e-125	5.6755860237284635e-83	Scil_g9294;Slac_ENSLPGG00000014205	4.587162431913975e-14	3.661922717301213e-72	Scil_g9294;Slac_ENSLPGG00000007322	4.587162431913975e-14	2.741077422849366e-72							Scil_g5543;Slac_ENSLPGG00000018326	1.1275506695998169e-17	1.4088784224034323e-42	Scil_g5248;Slac_ENSLPGG00000010551	7.286922590068826e-24	1.5208316998002484e-06	Scil_g5248;Slac_ENSLPGG00000010551	7.286922590068826e-24	0.0003769891567401784	Scil_g8322;Slac_ENSLPGG00000001999	6.141352494337447e-06	5.3199014375659055e-51	Scil_g1960;Slac_ENSLPGG00000001288	1.985765120453364e-36	5.885151292742098e-62	Scil_g1960;Slac_ENSLPGG00000002916	1.985765120453364e-36	1.5684721637947277e-22	Scil_g13584;Slac_ENSLPGG00000010731	3.1329373072839724e-38	8.728957961973727e-108							Scil_g9293;Slac_ENSLPGG00000011571	1.5683835358952403e-97	3.532626074807475e-19	Scil_g9294;Slac_ENSLPGG00000007386	1.180247370448147e-97	6.54097176295152e-16	Scil_g9100;Slac_ENSLPGG00000017185	1.1379421000948315e-153	6.2053111197896245e-74	Scil_g5475;Slac_ENSLPGG00000003671	4.169493034827786e-185	2.0029821817149136e-07				Scil_g1960;Slac_ENSLPGG00000002916	6.306552480614765e-130	4.5097320754487453e-69	Scil_g2682;Slac_ENSLPGG00000029835	2.851616630006899e-29	1.6090548904552383e-42				Scil_g6184;Slac_ENSLPGG00000010742	2.6225602142297916e-21	0.0005641161180508278	Scil_g8363;Slac_ENSLPGG00000011935	2.265649425709657e-31	0.000281023125107144	Scil_g4190;Slac_ENSLPGG00000009453	0.0036968285814102933	9.681563380426047e-08
