	Aque_0	Aque_1	Aque_10	Aque_11	Aque_12	Aque_13	Aque_14	Aque_15	Aque_16	Aque_17	Aque_18	Aque_19	Aque_2	Aque_20	Aque_21	Aque_22	Aque_23	Aque_24	Aque_25	Aque_26	Aque_3	Aque_4	Aque_5	Aque_6	Aque_7	Aque_8	Aque_9	Scil_0	Scil_1	Scil_10	Scil_11	Scil_12	Scil_13	Scil_14	Scil_15	Scil_16	Scil_17	Scil_18	Scil_19	Scil_2	Scil_20	Scil_21	Scil_22	Scil_23	Scil_24	Scil_25	Scil_26	Scil_27	Scil_28	Scil_29	Scil_3	Scil_30	Scil_31	Scil_32	Scil_33	Scil_34	Scil_35	Scil_36	Scil_37	Scil_38	Scil_4	Scil_5	Scil_6	Scil_7	Scil_8	Scil_9
Aque_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377566022797678	0.4061517415233683	0.0	0.11909013168083152	0.0108636257447056	0.04999874869531144	0.2313409568483921	0.0	0.056007966477134165	0.006658216272658041	0.06568411559928708	0.0	0.0	0.02771637722116723	0.05107664953366586	0.0348182618296476	0.046559156070311455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02700418341307841	0.0	0.005369677245572732	0.013710862822342943	0.010748616364651263	0.0	0.0	0.0	0.11570584474749143	0.0	0.17252911286895248	0.0002900726720101003	0.0
Aque_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1509152260063354	0.26893138170857095	0.006530822459249635	0.012610763017054286	0.008912644881630915	0.022025543046105135	0.012373113956529647	0.0	0.0069371201408029715	0.014070443047659264	0.05573006230061278	0.0	6.456728280468883e-05	0.016992288703904523	0.05328876738837331	0.05106544126253002	0.1856894273608476	0.020486940971480228	0.0017631463642872758	0.0	0.0027144068518966096	0.0	0.0013168745635205204	0.0010011785229494894	0.0	0.01016219321849158	0.006356522250102435	0.004009679379324173	0.043476334857001545	0.004251198699438599	0.0	0.002900776404550395	0.00029089490635272305	0.03245765749459735	9.69398914698678e-05	0.08941156138050084	0.005759424890343636	0.0009120658122965671
Aque_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180465071178501	0.8725063611554734	0.0	0.02337465237312802	0.022508782608402573	0.573185994917264	0.47273222519071023	0.0	0.26644860279398613	0.0036643454498499948	0.05410835601248816	0.0	0.0	0.1896165951276621	0.08923425861229148	0.22985607967049487	0.007342381613743712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003309005548411231	0.0	0.13214423169953698	0.3426568987979369	0.0	0.0	0.011544053681185773	0.0	0.35921241479991867	0.0	0.4261025655886276	0.0	0.0
Aque_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16212756787416865	0.0	0.0	0.08885117442171239	0.07447670170134155	0.22467368686758107	0.0	0.0001263858646806569	0.032253064848304626	0.12328467293250567	0.04604246420504562	0.0	0.6999062517694764	0.0	0.004809904550295424	0.0	0.0	0.0	0.004807864887607399	0.05068892324726554	0.007341525857632749	0.0	0.01656260956418663	0.22007845002908905	0.005834497585195884	0.005073826624253594	0.004448856277569626	0.0	0.0	0.0	0.0	0.009933866035580089	0.0	0.10702847994553759	0.0	0.07144943639331283	0.0	0.0895624016398428	0.07065735851837808
Aque_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012814952941278307	0.0	0.001553714601277387	0.03803475222045751	0.06959428019875759	9.711349286114163e-05	0.001467862637880998	0.0004494032570406927	0.005437693087927927	0.0034440381712531934	0.007422927491113283	0.0017643030478397205	0.0003499805402274965	0.9347253528789479	0.010071566496610354	0.0015645541438937052	0.0015586528501799232	0.0054488320014129	0.0078104771928288325	0.005768196901130715	0.0002296951224789478	0.46616831871854203	0.0005357007192786453	0.004255937004270811	0.001808379522419704	0.017831575028960052	0.024262517691368907	0.011495817225398282	0.0	0.0007520236818666298	0.0	0.0	0.0	0.007679558601127459	0.005309644780757118	0.0034055890607633662	0.00046210894804206914	0.0019215270054393889	0.03485240748239489
Aque_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12637652259540005	0.05546693210753648	0.0009267799139403789	0.0011676616847920804	0.0	0.006354452285410444	0.013863680579850334	0.0	0.004367823019492525	0.0005411269627669725	0.0019453295197647557	0.0	0.025133154023221534	0.0009637002178598229	0.027375456124445353	0.24911104239745016	0.6228814057981058	0.0	0.0	0.0	0.020540770979289837	0.0	0.0	0.0	0.0	0.017565142356493268	0.0005023584417563037	0.0011848645744902534	0.013227711945302898	0.005180351132167679	0.0	0.0009705164994826064	0.0	0.022705999195272174	0.0	0.0008884736891713645	0.00023876606862309	0.0
Aque_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002635291301419075	0.027632448626794814	0.004728448861243832	0.0594163953832539	0.10130215593711918	0.0015090771094998165	0.008917881091734808	0.040195020287886934	0.009037718908689712	0.00810584814496982	0.0011329259205970464	0.01982863587876576	0.0007660911953252263	0.11639627378763498	0.020763706652447315	0.014778689224836583	0.0031881371600240896	0.004199196175958262	0.012052726052289454	0.027388193634296055	0.0	0.09528568479339136	0.000604397549828162	0.005120577407356777	0.0006365817161696867	0.004312820701803232	0.005756771329195713	0.0004517484721663144	0.00011694817149121967	0.0	0.00025178782763821985	0.0	0.0	0.0074218823056351095	0.06835245425001447	0.0017840651691556357	0.009774926972913201	0.004631435335571516	0.00011957724558997046
Scil_0	0.018266702608341158	0.25256615281583283	5.1802527759185044e-05	0.019665732981094374	0.0	0.0	0.005423187255222688	0.0	0.0014192496567012377	0.00018221901781765245	0.2947127437420267	0.00012530072695448352	0.31107327159189196	0.0	0.01607201707750224	0.0203927908002123	0.0023018021862451585	0.0061950568821397805	0.0010735443014345794	0.021082829983952583	0.0	0.0	0.0	0.16212756787416865	0.0012814952941278307	0.0	0.002635291301419075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scil_1	0.0013739984768488928	0.0	0.04468992991099156	0.0	0.0	0.3655912455527596	0.006498380657171206	0.05613924958100584	0.0	0.0004453787114957723	0.0	0.0014228570566331006	0.0	0.17594325276671	0.0	0.0	0.007160391270831908	0.0	0.0	0.0	0.377566022797678	0.1509152260063354	0.8180465071178501	0.0	0.0	0.12637652259540005	0.027632448626794814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scil_10	0.0012343499404991211	0.00010338765919647775	0.3355992901781418	0.00017454331667293227	7.064168172051049e-05	0.2369106155723985	0.09424098983429374	0.10749843064150695	0.0	0.08346323755986489	0.000180035841773884	0.0115176669792843	0.00023064087741549302	0.03931891133573552	0.0	0.0	0.020159689177696883	0.0	0.0	0.0006038255207523926	0.4061517415233683	0.26893138170857095	0.8725063611554734	0.0	0.001553714601277387	0.05546693210753648	0.004728448861243832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scil_11	0.005474689255029754	0.22307362914974593	0.0017449133509702247	0.04640970071460336	0.0	0.0	0.024398906517544842	0.0	0.01050895663467983	8.89492580034578e-05	0.08929719354951005	0.0018317783536798225	0.13042863538790092	0.0	0.01631521084008749	0.01956343579634436	0.002618815075131086	0.0	0.0	0.004926558638006991	0.0	0.006530822459249635	0.0	0.08885117442171239	0.03803475222045751	0.0009267799139403789	0.0594163953832539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
